"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"14.01.2017 18:30 - 14.01.2017 18:45","11653","12153"
"14.01.2017 18:45 - 14.01.2017 19:00","11623","12189"
"14.01.2017 19:00 - 14.01.2017 19:15","11512","11923"
"14.01.2017 19:15 - 14.01.2017 19:30","11382","11845"
"14.01.2017 19:30 - 14.01.2017 19:45","11240","11854"
"14.01.2017 19:45 - 14.01.2017 20:00","11124","11636"
"14.01.2017 20:00 - 14.01.2017 20:15","10897","11339"
"14.01.2017 20:15 - 14.01.2017 20:30","10794","11220"
"14.01.2017 20:30 - 14.01.2017 20:45","10739","11146"
"14.01.2017 20:45 - 14.01.2017 21:00","10658","10988"
"14.01.2017 21:00 - 14.01.2017 21:15","10487","10955"
"14.01.2017 21:15 - 14.01.2017 21:30","10429","10807"
"14.01.2017 21:30 - 14.01.2017 21:45","10359","10606"
"14.01.2017 21:45 - 14.01.2017 22:00","10301","10639"
"14.01.2017 22:00 - 14.01.2017 22:15","10342","10662"
"14.01.2017 22:15 - 14.01.2017 22:30","10531","10819"
"14.01.2017 22:30 - 14.01.2017 22:45","10627","10974"
"14.01.2017 22:45 - 14.01.2017 23:00","10620","10976"
"14.01.2017 23:00 - 14.01.2017 23:15","10773","11158"
"14.01.2017 23:15 - 14.01.2017 23:30","10654","11104"
"14.01.2017 23:30 - 14.01.2017 23:45","10560","11104"
"14.01.2017 23:45 - 15.01.2017 00:00","10442","10914"
"15.01.2017 00:00 - 15.01.2017 00:15","10189","10817"
"15.01.2017 00:15 - 15.01.2017 00:30","10085","10778"
"15.01.2017 00:30 - 15.01.2017 00:45","9939","10570"
"15.01.2017 00:45 - 15.01.2017 01:00","9824","10426"
"15.01.2017 01:00 - 15.01.2017 01:15","9699","10391"
"15.01.2017 01:15 - 15.01.2017 01:30","9597","10289"
"15.01.2017 01:30 - 15.01.2017 01:45","9480","10125"
"15.01.2017 01:45 - 15.01.2017 02:00","9449","10057"
"15.01.2017 02:00 - 15.01.2017 02:15","9433","10029"
"15.01.2017 02:15 - 15.01.2017 02:30","9247","9836"
"15.01.2017 02:30 - 15.01.2017 02:45","9180","9875"
"15.01.2017 02:45 - 15.01.2017 03:00","8981","9801"
"15.01.2017 03:00 - 15.01.2017 03:15","8943","9767"
"15.01.2017 03:15 - 15.01.2017 03:30","8898","9563"
"15.01.2017 03:30 - 15.01.2017 03:45","8888","9512"
"15.01.2017 03:45 - 15.01.2017 04:00","8891","9438"
"15.01.2017 04:00 - 15.01.2017 04:15","8871","9457"
"15.01.2017 04:15 - 15.01.2017 04:30","8893","9341"
"15.01.2017 04:30 - 15.01.2017 04:45","8878","9368"
"15.01.2017 04:45 - 15.01.2017 05:00","8824","9320"
"15.01.2017 05:00 - 15.01.2017 05:15","8920","9292"
"15.01.2017 05:15 - 15.01.2017 05:30","8796","9314"
"15.01.2017 05:30 - 15.01.2017 05:45","8773","9247"
"15.01.2017 05:45 - 15.01.2017 06:00","8939","9236"
"15.01.2017 06:00 - 15.01.2017 06:15","9039","9324"
"15.01.2017 06:15 - 15.01.2017 06:30","9028","9390"
"15.01.2017 06:30 - 15.01.2017 06:45","9130","9500"
"15.01.2017 06:45 - 15.01.2017 07:00","9039","9378"
"15.01.2017 07:00 - 15.01.2017 07:15","9048","9339"
"15.01.2017 07:15 - 15.01.2017 07:30","9136","9414"
"15.01.2017 07:30 - 15.01.2017 07:45","9250","9486"
"15.01.2017 07:45 - 15.01.2017 08:00","9363","9563"
"15.01.2017 08:00 - 15.01.2017 08:15","9360","9845"
"15.01.2017 08:15 - 15.01.2017 08:30","9543","9977"
"15.01.2017 08:30 - 15.01.2017 08:45","9708","9994"
"15.01.2017 08:45 - 15.01.2017 09:00","9691","10023"
"15.01.2017 09:00 - 15.01.2017 09:15","9854","10172"
"15.01.2017 09:15 - 15.01.2017 09:30","9994","10417"
"15.01.2017 09:30 - 15.01.2017 09:45","10136","10499"
"15.01.2017 09:45 - 15.01.2017 10:00","10248","10747"
"15.01.2017 10:00 - 15.01.2017 10:15","10350","10969"
"15.01.2017 10:15 - 15.01.2017 10:30","10606","11081"
"15.01.2017 10:30 - 15.01.2017 10:45","10603","11068"
"15.01.2017 10:45 - 15.01.2017 11:00","10746","11158"
"15.01.2017 11:00 - 15.01.2017 11:15","10812","11263"
"15.01.2017 11:15 - 15.01.2017 11:30","10868","11272"
"15.01.2017 11:30 - 15.01.2017 11:45","10956","11498"
"15.01.2017 11:45 - 15.01.2017 12:00","11072","11668"
"15.01.2017 12:00 - 15.01.2017 12:15","11177","11758"
"15.01.2017 12:15 - 15.01.2017 12:30","11020","11729"
"15.01.2017 12:30 - 15.01.2017 12:45","11043","11540"
"15.01.2017 12:45 - 15.01.2017 13:00","11027","11508"
"15.01.2017 13:00 - 15.01.2017 13:15","11009","11445"
"15.01.2017 13:15 - 15.01.2017 13:30","10862","11332"
"15.01.2017 13:30 - 15.01.2017 13:45","10856","11471"
"15.01.2017 13:45 - 15.01.2017 14:00","10843","11250"
"15.01.2017 14:00 - 15.01.2017 14:15","10740","11083"
"15.01.2017 14:15 - 15.01.2017 14:30","10690","11099"
"15.01.2017 14:30 - 15.01.2017 14:45","10585","10981"
"15.01.2017 14:45 - 15.01.2017 15:00","10525","10963"
"15.01.2017 15:00 - 15.01.2017 15:15","10522","11120"
"15.01.2017 15:15 - 15.01.2017 15:30","10620","11102"
"15.01.2017 15:30 - 15.01.2017 15:45","10592","11034"
"15.01.2017 15:45 - 15.01.2017 16:00","10516","10949"
"15.01.2017 16:00 - 15.01.2017 16:15","10449","10993"
"15.01.2017 16:15 - 15.01.2017 16:30","10557","11015"
"15.01.2017 16:30 - 15.01.2017 16:45","10752","11028"
"15.01.2017 16:45 - 15.01.2017 17:00","10974","11111"
"15.01.2017 17:00 - 15.01.2017 17:15","11121","11178"
"15.01.2017 17:15 - 15.01.2017 17:30","11262","11540"
"15.01.2017 17:30 - 15.01.2017 17:45","11329","11751"
"15.01.2017 17:45 - 15.01.2017 18:00","11320","12038"
"15.01.2017 18:00 - 15.01.2017 18:15","11499","11967"
"15.01.2017 18:15 - 15.01.2017 18:30","11454","12049"
"15.01.2017 18:30 - 15.01.2017 18:45","11457","12043"
"15.01.2017 18:45 - 15.01.2017 19:00","11496","12069"
"15.01.2017 19:00 - 15.01.2017 19:15","11513","11827"
"15.01.2017 19:15 - 15.01.2017 19:30","11387","11937"
"15.01.2017 19:30 - 15.01.2017 19:45","11296","11762"
"15.01.2017 19:45 - 15.01.2017 20:00","11148","11670"
"15.01.2017 20:00 - 15.01.2017 20:15","11093","11620"
"15.01.2017 20:15 - 15.01.2017 20:30","11095","11505"
"15.01.2017 20:30 - 15.01.2017 20:45","10978","11468"
"15.01.2017 20:45 - 15.01.2017 21:00","10831","11317"
"15.01.2017 21:00 - 15.01.2017 21:15","10657","11119"
"15.01.2017 21:15 - 15.01.2017 21:30","10618","11045"
"15.01.2017 21:30 - 15.01.2017 21:45","10531","10941"
"15.01.2017 21:45 - 15.01.2017 22:00","10422","10810"
"15.01.2017 22:00 - 15.01.2017 22:15","10513","10910"
"15.01.2017 22:15 - 15.01.2017 22:30","10445","11183"
"15.01.2017 22:30 - 15.01.2017 22:45","10527","11113"
"15.01.2017 22:45 - 15.01.2017 23:00","10530","11170"
"15.01.2017 23:00 - 15.01.2017 23:15","10623","11257"
"15.01.2017 23:15 - 15.01.2017 23:30","10572","11228"
"15.01.2017 23:30 - 15.01.2017 23:45","10335","10957"
"15.01.2017 23:45 - 16.01.2017 00:00","10198","10765"
"16.01.2017 00:00 - 16.01.2017 00:15","10362","10694"
"16.01.2017 00:15 - 16.01.2017 00:30","10236","10588"
"16.01.2017 00:30 - 16.01.2017 00:45","10143","10545"
"16.01.2017 00:45 - 16.01.2017 01:00","9791","10381"
"16.01.2017 01:00 - 16.01.2017 01:15","9903","10575"
"16.01.2017 01:15 - 16.01.2017 01:30","9763","10417"
"16.01.2017 01:30 - 16.01.2017 01:45","9629","10285"
"16.01.2017 01:45 - 16.01.2017 02:00","9529","10114"
"16.01.2017 02:00 - 16.01.2017 02:15","9560","9867"
"16.01.2017 02:15 - 16.01.2017 02:30","9476","9947"
"16.01.2017 02:30 - 16.01.2017 02:45","9383","9861"
"16.01.2017 02:45 - 16.01.2017 03:00","9303","9796"
"16.01.2017 03:00 - 16.01.2017 03:15","9432","9782"
"16.01.2017 03:15 - 16.01.2017 03:30","9347","9755"
"16.01.2017 03:30 - 16.01.2017 03:45","9289","9576"
"16.01.2017 03:45 - 16.01.2017 04:00","9231","9724"
"16.01.2017 04:00 - 16.01.2017 04:15","9371","9871"
"16.01.2017 04:15 - 16.01.2017 04:30","9403","9859"
"16.01.2017 04:30 - 16.01.2017 04:45","9421","9685"
"16.01.2017 04:45 - 16.01.2017 05:00","9452","9747"
"16.01.2017 05:00 - 16.01.2017 05:15","9758","9955"
"16.01.2017 05:15 - 16.01.2017 05:30","9793","10079"
"16.01.2017 05:30 - 16.01.2017 05:45","9869","10252"
"16.01.2017 05:45 - 16.01.2017 06:00","10010","10585"
"16.01.2017 06:00 - 16.01.2017 06:15","10890","11055"
"16.01.2017 06:15 - 16.01.2017 06:30","11068","11423"
"16.01.2017 06:30 - 16.01.2017 06:45","11235","11738"
"16.01.2017 06:45 - 16.01.2017 07:00","11348","11966"
"16.01.2017 07:00 - 16.01.2017 07:15","11934","12103"
"16.01.2017 07:15 - 16.01.2017 07:30","12075","12484"
"16.01.2017 07:30 - 16.01.2017 07:45","12237","12678"
"16.01.2017 07:45 - 16.01.2017 08:00","12356","12856"
"16.01.2017 08:00 - 16.01.2017 08:15","12315","12825"
"16.01.2017 08:15 - 16.01.2017 08:30","12587","12942"
"16.01.2017 08:30 - 16.01.2017 08:45","12721","12873"
"16.01.2017 08:45 - 16.01.2017 09:00","12771","12955"
"16.01.2017 09:00 - 16.01.2017 09:15","12381","12945"
"16.01.2017 09:15 - 16.01.2017 09:30","12584","12999"
"16.01.2017 09:30 - 16.01.2017 09:45","12678","13142"
"16.01.2017 09:45 - 16.01.2017 10:00","12810","13056"
"16.01.2017 10:00 - 16.01.2017 10:15","12549","13028"
"16.01.2017 10:15 - 16.01.2017 10:30","12602","13043"
"16.01.2017 10:30 - 16.01.2017 10:45","12616","13210"
"16.01.2017 10:45 - 16.01.2017 11:00","12723","13144"
"16.01.2017 11:00 - 16.01.2017 11:15","12554","13173"
"16.01.2017 11:15 - 16.01.2017 11:30","12632","13138"
"16.01.2017 11:30 - 16.01.2017 11:45","12744","13166"
"16.01.2017 11:45 - 16.01.2017 12:00","12772","13170"
"16.01.2017 12:00 - 16.01.2017 12:15","12414","13069"
"16.01.2017 12:15 - 16.01.2017 12:30","12381","12886"
"16.01.2017 12:30 - 16.01.2017 12:45","12408","12905"
"16.01.2017 12:45 - 16.01.2017 13:00","12284","12942"
"16.01.2017 13:00 - 16.01.2017 13:15","12484","13024"
"16.01.2017 13:15 - 16.01.2017 13:30","12427","12813"
"16.01.2017 13:30 - 16.01.2017 13:45","12313","12906"
"16.01.2017 13:45 - 16.01.2017 14:00","12315","12833"
"16.01.2017 14:00 - 16.01.2017 14:15","12446","12767"
"16.01.2017 14:15 - 16.01.2017 14:30","12376","12684"
"16.01.2017 14:30 - 16.01.2017 14:45","12331","12626"
"16.01.2017 14:45 - 16.01.2017 15:00","12243","12637"
"16.01.2017 15:00 - 16.01.2017 15:15","12272","12770"
"16.01.2017 15:15 - 16.01.2017 15:30","12366","12639"
"16.01.2017 15:30 - 16.01.2017 15:45","12450","12454"
"16.01.2017 15:45 - 16.01.2017 16:00","12406","12561"
"16.01.2017 16:00 - 16.01.2017 16:15","12464","12710"
"16.01.2017 16:15 - 16.01.2017 16:30","12418","12755"
"16.01.2017 16:30 - 16.01.2017 16:45","12501","12628"
"16.01.2017 16:45 - 16.01.2017 17:00","12686","12692"
"16.01.2017 17:00 - 16.01.2017 17:15","12839","13015"
"16.01.2017 17:15 - 16.01.2017 17:30","13003","13264"
"16.01.2017 17:30 - 16.01.2017 17:45","13285","13599"
"16.01.2017 17:45 - 16.01.2017 18:00","13340","13481"
"16.01.2017 18:00 - 16.01.2017 18:15","13138","13495"
"16.01.2017 18:15 - 16.01.2017 18:30","13130","13572"
"16.01.2017 18:30 - 16.01.2017 18:45","13113","13505"
"16.01.2017 18:45 - 16.01.2017 19:00","13030","13452"
"16.01.2017 19:00 - 16.01.2017 19:15","12802","13264"
"16.01.2017 19:15 - 16.01.2017 19:30","12584","13123"
"16.01.2017 19:30 - 16.01.2017 19:45","12471","13059"
"16.01.2017 19:45 - 16.01.2017 20:00","12343","12773"
"16.01.2017 20:00 - 16.01.2017 20:15","12182","12667"
"16.01.2017 20:15 - 16.01.2017 20:30","11872","12660"
"16.01.2017 20:30 - 16.01.2017 20:45","11819","12434"
"16.01.2017 20:45 - 16.01.2017 21:00","11643","12253"
"16.01.2017 21:00 - 16.01.2017 21:15","11380","12051"
"16.01.2017 21:15 - 16.01.2017 21:30","11224","11984"
"16.01.2017 21:30 - 16.01.2017 21:45","11176","11829"
"16.01.2017 21:45 - 16.01.2017 22:00","11142","11681"
"16.01.2017 22:00 - 16.01.2017 22:15","11151","11886"
"16.01.2017 22:15 - 16.01.2017 22:30","11265","11971"
"16.01.2017 22:30 - 16.01.2017 22:45","11371","12071"
"16.01.2017 22:45 - 16.01.2017 23:00","11337","12025"
"16.01.2017 23:00 - 16.01.2017 23:15","11367","12220"
"16.01.2017 23:15 - 16.01.2017 23:30","11277","12076"
"16.01.2017 23:30 - 16.01.2017 23:45","11149","11995"
"16.01.2017 23:45 - 17.01.2017 00:00","11082","11933"
"17.01.2017 00:00 - 17.01.2017 00:15","11051","11733"
"17.01.2017 00:15 - 17.01.2017 00:30","10857","11603"
"17.01.2017 00:30 - 17.01.2017 00:45","10794","11412"
"17.01.2017 00:45 - 17.01.2017 01:00","10659","11334"
"17.01.2017 01:00 - 17.01.2017 01:15","10691","11217"
"17.01.2017 01:15 - 17.01.2017 01:30","10556","11103"
"17.01.2017 01:30 - 17.01.2017 01:45","10472","10878"
"17.01.2017 01:45 - 17.01.2017 02:00","10380","10831"
"17.01.2017 02:00 - 17.01.2017 02:15","10260","10718"
"17.01.2017 02:15 - 17.01.2017 02:30","10171","10678"
"17.01.2017 02:30 - 17.01.2017 02:45","10192","10610"
"17.01.2017 02:45 - 17.01.2017 03:00","10077","10646"
"17.01.2017 03:00 - 17.01.2017 03:15","10055","10561"
"17.01.2017 03:15 - 17.01.2017 03:30","9996","10534"
"17.01.2017 03:30 - 17.01.2017 03:45","9976","10368"
"17.01.2017 03:45 - 17.01.2017 04:00","9939","10328"
"17.01.2017 04:00 - 17.01.2017 04:15","10019","10423"
"17.01.2017 04:15 - 17.01.2017 04:30","10024","10418"
"17.01.2017 04:30 - 17.01.2017 04:45","10042","10414"
"17.01.2017 04:45 - 17.01.2017 05:00","10098","10478"
"17.01.2017 05:00 - 17.01.2017 05:15","10299","10512"
"17.01.2017 05:15 - 17.01.2017 05:30","10385","10674"
"17.01.2017 05:30 - 17.01.2017 05:45","10531","10762"
"17.01.2017 05:45 - 17.01.2017 06:00","10728","10990"
"17.01.2017 06:00 - 17.01.2017 06:15","11239","11371"
"17.01.2017 06:15 - 17.01.2017 06:30","11509","11655"
"17.01.2017 06:30 - 17.01.2017 06:45","11771","12119"
"17.01.2017 06:45 - 17.01.2017 07:00","12000","12357"
"17.01.2017 07:00 - 17.01.2017 07:15","12254","12570"
"17.01.2017 07:15 - 17.01.2017 07:30","12498","12814"
"17.01.2017 07:30 - 17.01.2017 07:45","12723","13062"
"17.01.2017 07:45 - 17.01.2017 08:00","12807","13182"
"17.01.2017 08:00 - 17.01.2017 08:15","12843","13187"
"17.01.2017 08:15 - 17.01.2017 08:30","12978","13234"
"17.01.2017 08:30 - 17.01.2017 08:45","12945","13201"
"17.01.2017 08:45 - 17.01.2017 09:00","12981","13180"
"17.01.2017 09:00 - 17.01.2017 09:15","12894","13124"
"17.01.2017 09:15 - 17.01.2017 09:30","12932","13229"
"17.01.2017 09:30 - 17.01.2017 09:45","12985","13238"
"17.01.2017 09:45 - 17.01.2017 10:00","12936","13384"
"17.01.2017 10:00 - 17.01.2017 10:15","12975","13387"
"17.01.2017 10:15 - 17.01.2017 10:30","12919","13307"
"17.01.2017 10:30 - 17.01.2017 10:45","12941","13160"
"17.01.2017 10:45 - 17.01.2017 11:00","12954","13208"
"17.01.2017 11:00 - 17.01.2017 11:15","12958","13179"
"17.01.2017 11:15 - 17.01.2017 11:30","12982","13183"
"17.01.2017 11:30 - 17.01.2017 11:45","13056","13150"
"17.01.2017 11:45 - 17.01.2017 12:00","13020","13113"
"17.01.2017 12:00 - 17.01.2017 12:15","12855","12844"
"17.01.2017 12:15 - 17.01.2017 12:30","12742","12662"
"17.01.2017 12:30 - 17.01.2017 12:45","12798","12659"
"17.01.2017 12:45 - 17.01.2017 13:00","12750","12573"
"17.01.2017 13:00 - 17.01.2017 13:15","12821","12550"
"17.01.2017 13:15 - 17.01.2017 13:30","12743","12576"
"17.01.2017 13:30 - 17.01.2017 13:45","12800","12626"
"17.01.2017 13:45 - 17.01.2017 14:00","12802","12504"
"17.01.2017 14:00 - 17.01.2017 14:15","12696","12414"
"17.01.2017 14:15 - 17.01.2017 14:30","12652","12472"
"17.01.2017 14:30 - 17.01.2017 14:45","12659","12481"
"17.01.2017 14:45 - 17.01.2017 15:00","12606","12443"
"17.01.2017 15:00 - 17.01.2017 15:15","12624","12532"
"17.01.2017 15:15 - 17.01.2017 15:30","12618","12399"
"17.01.2017 15:30 - 17.01.2017 15:45","12647","12584"
"17.01.2017 15:45 - 17.01.2017 16:00","12590","12563"
"17.01.2017 16:00 - 17.01.2017 16:15","12455","12451"
"17.01.2017 16:15 - 17.01.2017 16:30","12509","12469"
"17.01.2017 16:30 - 17.01.2017 16:45","12537","12518"
"17.01.2017 16:45 - 17.01.2017 17:00","12688","12766"
"17.01.2017 17:00 - 17.01.2017 17:15","12797","12794"
"17.01.2017 17:15 - 17.01.2017 17:30","13081","13191"
"17.01.2017 17:30 - 17.01.2017 17:45","13234","13575"
"17.01.2017 17:45 - 17.01.2017 18:00","13354","13717"
"17.01.2017 18:00 - 17.01.2017 18:15","13241","13564"
"17.01.2017 18:15 - 17.01.2017 18:30","13234","13713"
"17.01.2017 18:30 - 17.01.2017 18:45","13176","13635"
"17.01.2017 18:45 - 17.01.2017 19:00","13048","13532"
"17.01.2017 19:00 - 17.01.2017 19:15","12875","13296"
"17.01.2017 19:15 - 17.01.2017 19:30","12732","13088"
"17.01.2017 19:30 - 17.01.2017 19:45","12614","13024"
"17.01.2017 19:45 - 17.01.2017 20:00","12469","12853"
"17.01.2017 20:00 - 17.01.2017 20:15","12423","12767"
"17.01.2017 20:15 - 17.01.2017 20:30","12253","12525"
"17.01.2017 20:30 - 17.01.2017 20:45","12087","12373"
"17.01.2017 20:45 - 17.01.2017 21:00","11906","12111"
"17.01.2017 21:00 - 17.01.2017 21:15","11705","11937"
"17.01.2017 21:15 - 17.01.2017 21:30","11643","11861"
"17.01.2017 21:30 - 17.01.2017 21:45","11541","11726"
"17.01.2017 21:45 - 17.01.2017 22:00","11397","11584"
"17.01.2017 22:00 - 17.01.2017 22:15","11494","11924"
"17.01.2017 22:15 - 17.01.2017 22:30","11676","12070"
"17.01.2017 22:30 - 17.01.2017 22:45","11718","12175"
"17.01.2017 22:45 - 17.01.2017 23:00","11724","12142"
"17.01.2017 23:00 - 17.01.2017 23:15","11864","12257"
"17.01.2017 23:15 - 17.01.2017 23:30","11713","12297"
"17.01.2017 23:30 - 17.01.2017 23:45","11557","11996"
"17.01.2017 23:45 - 18.01.2017 00:00","11351","11984"
"18.01.2017 00:00 - 18.01.2017 00:15","11553","11887"
"18.01.2017 00:15 - 18.01.2017 00:30","11422","11826"
"18.01.2017 00:30 - 18.01.2017 00:45","11237","11463"
"18.01.2017 00:45 - 18.01.2017 01:00","11118","11558"
"18.01.2017 01:00 - 18.01.2017 01:15","11011","11375"
"18.01.2017 01:15 - 18.01.2017 01:30","10876","11429"
"18.01.2017 01:30 - 18.01.2017 01:45","10788","11176"
"18.01.2017 01:45 - 18.01.2017 02:00","10691","11020"
"18.01.2017 02:00 - 18.01.2017 02:15","10589","11017"
"18.01.2017 02:15 - 18.01.2017 02:30","10497","10879"
"18.01.2017 02:30 - 18.01.2017 02:45","10520","10752"
"18.01.2017 02:45 - 18.01.2017 03:00","10400","10693"
"18.01.2017 03:00 - 18.01.2017 03:15","10335","10662"
"18.01.2017 03:15 - 18.01.2017 03:30","10274","10518"
"18.01.2017 03:30 - 18.01.2017 03:45","10253","10519"
"18.01.2017 03:45 - 18.01.2017 04:00","10214","10461"
"18.01.2017 04:00 - 18.01.2017 04:15","10195","10456"
"18.01.2017 04:15 - 18.01.2017 04:30","10203","10363"
"18.01.2017 04:30 - 18.01.2017 04:45","10219","10425"
"18.01.2017 04:45 - 18.01.2017 05:00","10267","10509"
"18.01.2017 05:00 - 18.01.2017 05:15","10376","10549"
"18.01.2017 05:15 - 18.01.2017 05:30","10471","10749"
"18.01.2017 05:30 - 18.01.2017 05:45","10618","11013"
"18.01.2017 05:45 - 18.01.2017 06:00","10812","11174"
"18.01.2017 06:00 - 18.01.2017 06:15","11252","11499"
"18.01.2017 06:15 - 18.01.2017 06:30","11529","11819"
"18.01.2017 06:30 - 18.01.2017 06:45","11807","12116"
"18.01.2017 06:45 - 18.01.2017 07:00","12038","12327"
"18.01.2017 07:00 - 18.01.2017 07:15","12336","12564"
"18.01.2017 07:15 - 18.01.2017 07:30","12592","12824"
"18.01.2017 07:30 - 18.01.2017 07:45","12817","13033"
"18.01.2017 07:45 - 18.01.2017 08:00","12906","13029"
"18.01.2017 08:00 - 18.01.2017 08:15","12936","13372"
"18.01.2017 08:15 - 18.01.2017 08:30","13076","13322"
"18.01.2017 08:30 - 18.01.2017 08:45","13045","13324"
"18.01.2017 08:45 - 18.01.2017 09:00","13082","13362"
"18.01.2017 09:00 - 18.01.2017 09:15","12978","13338"
"18.01.2017 09:15 - 18.01.2017 09:30","13017","13330"
"18.01.2017 09:30 - 18.01.2017 09:45","13073","13431"
"18.01.2017 09:45 - 18.01.2017 10:00","13025","13423"
"18.01.2017 10:00 - 18.01.2017 10:15","12934","13332"
"18.01.2017 10:15 - 18.01.2017 10:30","12878","13179"
"18.01.2017 10:30 - 18.01.2017 10:45","12901","13184"
"18.01.2017 10:45 - 18.01.2017 11:00","12913","13197"
"18.01.2017 11:00 - 18.01.2017 11:15","12876","13206"
"18.01.2017 11:15 - 18.01.2017 11:30","12898","13171"
"18.01.2017 11:30 - 18.01.2017 11:45","12899","13089"
"18.01.2017 11:45 - 18.01.2017 12:00","12862","12962"
"18.01.2017 12:00 - 18.01.2017 12:15","12733","12824"
"18.01.2017 12:15 - 18.01.2017 12:30","12618","12742"
"18.01.2017 12:30 - 18.01.2017 12:45","12679","12800"
"18.01.2017 12:45 - 18.01.2017 13:00","12622","12852"
"18.01.2017 13:00 - 18.01.2017 13:15","12620","12739"
"18.01.2017 13:15 - 18.01.2017 13:30","12543","12776"
"18.01.2017 13:30 - 18.01.2017 13:45","12598","12837"
"18.01.2017 13:45 - 18.01.2017 14:00","12586","12794"
"18.01.2017 14:00 - 18.01.2017 14:15","12502","12782"
"18.01.2017 14:15 - 18.01.2017 14:30","12460","12631"
"18.01.2017 14:30 - 18.01.2017 14:45","12467","12608"
"18.01.2017 14:45 - 18.01.2017 15:00","12418","12690"
"18.01.2017 15:00 - 18.01.2017 15:15","12430","12635"
"18.01.2017 15:15 - 18.01.2017 15:30","12425","12660"
"18.01.2017 15:30 - 18.01.2017 15:45","12455","12791"
"18.01.2017 15:45 - 18.01.2017 16:00","12398","12650"
"18.01.2017 16:00 - 18.01.2017 16:15","12359","12666"
"18.01.2017 16:15 - 18.01.2017 16:30","12412","12783"
"18.01.2017 16:30 - 18.01.2017 16:45","12441","12694"
"18.01.2017 16:45 - 18.01.2017 17:00","12591","12768"
"18.01.2017 17:00 - 18.01.2017 17:15","12835","12782"
"18.01.2017 17:15 - 18.01.2017 17:30","13122","13087"
"18.01.2017 17:30 - 18.01.2017 17:45","13276","13608"
"18.01.2017 17:45 - 18.01.2017 18:00","13395","13815"
"18.01.2017 18:00 - 18.01.2017 18:15","13261","13710"
"18.01.2017 18:15 - 18.01.2017 18:30","13254","13704"
"18.01.2017 18:30 - 18.01.2017 18:45","13197","13547"
"18.01.2017 18:45 - 18.01.2017 19:00","13068","13456"
"18.01.2017 19:00 - 18.01.2017 19:15","12912","13398"
"18.01.2017 19:15 - 18.01.2017 19:30","12771","13220"
"18.01.2017 19:30 - 18.01.2017 19:45","12651","13122"
"18.01.2017 19:45 - 18.01.2017 20:00","12508","12983"
"18.01.2017 20:00 - 18.01.2017 20:15","12437","12759"
"18.01.2017 20:15 - 18.01.2017 20:30","12266","12564"
"18.01.2017 20:30 - 18.01.2017 20:45","12099","12505"
"18.01.2017 20:45 - 18.01.2017 21:00","11917","12479"
"18.01.2017 21:00 - 18.01.2017 21:15","11765","12176"
"18.01.2017 21:15 - 18.01.2017 21:30","11705","12146"
"18.01.2017 21:30 - 18.01.2017 21:45","11601","11874"
"18.01.2017 21:45 - 18.01.2017 22:00","11458","11777"
"18.01.2017 22:00 - 18.01.2017 22:15","11541","11942"
"18.01.2017 22:15 - 18.01.2017 22:30","11724","12038"
"18.01.2017 22:30 - 18.01.2017 22:45","11767","12178"
"18.01.2017 22:45 - 18.01.2017 23:00","11773","12263"
"18.01.2017 23:00 - 18.01.2017 23:15","11853","12349"
"18.01.2017 23:15 - 18.01.2017 23:30","11699","12396"
"18.01.2017 23:30 - 18.01.2017 23:45","11543","12123"
"18.01.2017 23:45 - 19.01.2017 00:00","11337","11954"
"19.01.2017 00:00 - 19.01.2017 00:15","11301","11835"
"19.01.2017 00:15 - 19.01.2017 00:30","11198","11731"
"19.01.2017 00:30 - 19.01.2017 00:45","10983","11586"
"19.01.2017 00:45 - 19.01.2017 01:00","10905","11469"
"19.01.2017 01:00 - 19.01.2017 01:15","10799","11384"
"19.01.2017 01:15 - 19.01.2017 01:30","10671","11228"
"19.01.2017 01:30 - 19.01.2017 01:45","10567","11221"
"19.01.2017 01:45 - 19.01.2017 02:00","10475","11047"
"19.01.2017 02:00 - 19.01.2017 02:15","10387","10874"
"19.01.2017 02:15 - 19.01.2017 02:30","10316","10845"
"19.01.2017 02:30 - 19.01.2017 02:45","10275","10851"
"19.01.2017 02:45 - 19.01.2017 03:00","10188","10756"
"19.01.2017 03:00 - 19.01.2017 03:15","10174","10736"
"19.01.2017 03:15 - 19.01.2017 03:30","10110","10632"
"19.01.2017 03:30 - 19.01.2017 03:45","10064","10485"
"19.01.2017 03:45 - 19.01.2017 04:00","10031","10619"
"19.01.2017 04:00 - 19.01.2017 04:15","10092","10583"
"19.01.2017 04:15 - 19.01.2017 04:30","10100","10433"
"19.01.2017 04:30 - 19.01.2017 04:45","10106","10485"
"19.01.2017 04:45 - 19.01.2017 05:00","10163","10464"
"19.01.2017 05:00 - 19.01.2017 05:15","10393","10686"
"19.01.2017 05:15 - 19.01.2017 05:30","10503","10752"
"19.01.2017 05:30 - 19.01.2017 05:45","10645","10875"
"19.01.2017 05:45 - 19.01.2017 06:00","10836","11144"
"19.01.2017 06:00 - 19.01.2017 06:15","11297","11416"
"19.01.2017 06:15 - 19.01.2017 06:30","11576","11856"
"19.01.2017 06:30 - 19.01.2017 06:45","11897","12138"
"19.01.2017 06:45 - 19.01.2017 07:00","12124","12376"
"19.01.2017 07:00 - 19.01.2017 07:15","12371","12631"
