"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"25.10.2017 22:45 - 25.10.2017 23:00","10054","10250"
"25.10.2017 23:00 - 25.10.2017 23:15","10055","10170"
"25.10.2017 23:15 - 25.10.2017 23:30","9888","10038"
"25.10.2017 23:30 - 25.10.2017 23:45","9706","9985"
"25.10.2017 23:45 - 26.10.2017 00:00","9557","9779"
"26.10.2017 00:00 - 26.10.2017 00:15","9321","9476"
"26.10.2017 00:15 - 26.10.2017 00:30","9115","9380"
"26.10.2017 00:30 - 26.10.2017 00:45","8939","9237"
"26.10.2017 00:45 - 26.10.2017 01:00","8827","9117"
"26.10.2017 01:00 - 26.10.2017 01:15","8714","8961"
"26.10.2017 01:15 - 26.10.2017 01:30","8575","8863"
"26.10.2017 01:30 - 26.10.2017 01:45","8484","8710"
"26.10.2017 01:45 - 26.10.2017 02:00","8375","8563"
"26.10.2017 02:00 - 26.10.2017 02:15","8232","8481"
"26.10.2017 02:15 - 26.10.2017 02:30","8171","8417"
"26.10.2017 02:30 - 26.10.2017 02:45","8142","8485"
"26.10.2017 02:45 - 26.10.2017 03:00","8100","8434"
"26.10.2017 03:00 - 26.10.2017 03:15","8038","8509"
"26.10.2017 03:15 - 26.10.2017 03:30","8041","8382"
"26.10.2017 03:30 - 26.10.2017 03:45","8026","8345"
"26.10.2017 03:45 - 26.10.2017 04:00","8026","8339"
"26.10.2017 04:00 - 26.10.2017 04:15","8092","8383"
"26.10.2017 04:15 - 26.10.2017 04:30","8108","8445"
"26.10.2017 04:30 - 26.10.2017 04:45","8138","8495"
"26.10.2017 04:45 - 26.10.2017 05:00","8234","8573"
"26.10.2017 05:00 - 26.10.2017 05:15","8402","8699"
"26.10.2017 05:15 - 26.10.2017 05:30","8544","8859"
"26.10.2017 05:30 - 26.10.2017 05:45","8710","8958"
"26.10.2017 05:45 - 26.10.2017 06:00","8841","9152"
"26.10.2017 06:00 - 26.10.2017 06:15","9246","9568"
"26.10.2017 06:15 - 26.10.2017 06:30","9591","9886"
"26.10.2017 06:30 - 26.10.2017 06:45","9883","10215"
"26.10.2017 06:45 - 26.10.2017 07:00","10245","10479"
"26.10.2017 07:00 - 26.10.2017 07:15","10457","10798"
"26.10.2017 07:15 - 26.10.2017 07:30","10716","11117"
"26.10.2017 07:30 - 26.10.2017 07:45","10935","11360"
"26.10.2017 07:45 - 26.10.2017 08:00","11065","11481"
"26.10.2017 08:00 - 26.10.2017 08:15","11012","11495"
"26.10.2017 08:15 - 26.10.2017 08:30","10977","11426"
"26.10.2017 08:30 - 26.10.2017 08:45","11041","11411"
"26.10.2017 08:45 - 26.10.2017 09:00","11053","11442"
"26.10.2017 09:00 - 26.10.2017 09:15","11116","11457"
"26.10.2017 09:15 - 26.10.2017 09:30","11130","11478"
"26.10.2017 09:30 - 26.10.2017 09:45","11181","11534"
"26.10.2017 09:45 - 26.10.2017 10:00","11183","11547"
"26.10.2017 10:00 - 26.10.2017 10:15","11255","11520"
"26.10.2017 10:15 - 26.10.2017 10:30","11225","11528"
"26.10.2017 10:30 - 26.10.2017 10:45","11280","11576"
"26.10.2017 10:45 - 26.10.2017 11:00","11333","11634"
"26.10.2017 11:00 - 26.10.2017 11:15","11367","11647"
"26.10.2017 11:15 - 26.10.2017 11:30","11372","11662"
"26.10.2017 11:30 - 26.10.2017 11:45","11459","11762"
"26.10.2017 11:45 - 26.10.2017 12:00","11389","11656"
"26.10.2017 12:00 - 26.10.2017 12:15","11221","11573"
"26.10.2017 12:15 - 26.10.2017 12:30","11103","11461"
"26.10.2017 12:30 - 26.10.2017 12:45","11121","11439"
"26.10.2017 12:45 - 26.10.2017 13:00","11114","11492"
"26.10.2017 13:00 - 26.10.2017 13:15","11147","11499"
"26.10.2017 13:15 - 26.10.2017 13:30","11103","11488"
"26.10.2017 13:30 - 26.10.2017 13:45","11072","11470"
"26.10.2017 13:45 - 26.10.2017 14:00","11002","11381"
"26.10.2017 14:00 - 26.10.2017 14:15","10892","11300"
"26.10.2017 14:15 - 26.10.2017 14:30","10887","11274"
"26.10.2017 14:30 - 26.10.2017 14:45","10847","11228"
"26.10.2017 14:45 - 26.10.2017 15:00","10844","11251"
"26.10.2017 15:00 - 26.10.2017 15:15","10864","11283"
"26.10.2017 15:15 - 26.10.2017 15:30","10845","11206"
"26.10.2017 15:30 - 26.10.2017 15:45","10819","11237"
"26.10.2017 15:45 - 26.10.2017 16:00","10817","11200"
"26.10.2017 16:00 - 26.10.2017 16:15","10821","11124"
"26.10.2017 16:15 - 26.10.2017 16:30","10766","11106"
"26.10.2017 16:30 - 26.10.2017 16:45","10837","11119"
"26.10.2017 16:45 - 26.10.2017 17:00","10905","11232"
"26.10.2017 17:00 - 26.10.2017 17:15","10924","11248"
"26.10.2017 17:15 - 26.10.2017 17:30","10980","11333"
"26.10.2017 17:30 - 26.10.2017 17:45","11059","11475"
"26.10.2017 17:45 - 26.10.2017 18:00","11145","11582"
"26.10.2017 18:00 - 26.10.2017 18:15","11243","11597"
"26.10.2017 18:15 - 26.10.2017 18:30","11288","11761"
"26.10.2017 18:30 - 26.10.2017 18:45","11379","11913"
"26.10.2017 18:45 - 26.10.2017 19:00","11565","11999"
"26.10.2017 19:00 - 26.10.2017 19:15","11538","11935"
"26.10.2017 19:15 - 26.10.2017 19:30","11591","11853"
"26.10.2017 19:30 - 26.10.2017 19:45","11489","11762"
"26.10.2017 19:45 - 26.10.2017 20:00","11372","11594"
"26.10.2017 20:00 - 26.10.2017 20:15","11234","11482"
"26.10.2017 20:15 - 26.10.2017 20:30","11078","11261"
"26.10.2017 20:30 - 26.10.2017 20:45","10928","11119"
"26.10.2017 20:45 - 26.10.2017 21:00","10731","10991"
"26.10.2017 21:00 - 26.10.2017 21:15","10566","10793"
"26.10.2017 21:15 - 26.10.2017 21:30","10396","10668"
"26.10.2017 21:30 - 26.10.2017 21:45","10250","10507"
"26.10.2017 21:45 - 26.10.2017 22:00","10124","10387"
"26.10.2017 22:00 - 26.10.2017 22:15","10122","10393"
"26.10.2017 22:15 - 26.10.2017 22:30","10112","10364"
"26.10.2017 22:30 - 26.10.2017 22:45","10129","10295"
"26.10.2017 22:45 - 26.10.2017 23:00","10047","10133"
"26.10.2017 23:00 - 26.10.2017 23:15","10079","10173"
"26.10.2017 23:15 - 26.10.2017 23:30","9928","9996"
"26.10.2017 23:30 - 26.10.2017 23:45","9736","9793"
"26.10.2017 23:45 - 27.10.2017 00:00","9585","9508"
"27.10.2017 00:00 - 27.10.2017 00:15","9331","9383"
"27.10.2017 00:15 - 27.10.2017 00:30","9152","9191"
"27.10.2017 00:30 - 27.10.2017 00:45","8974","9033"
"27.10.2017 00:45 - 27.10.2017 01:00","8864","8850"
"27.10.2017 01:00 - 27.10.2017 01:15","8728","8736"
"27.10.2017 01:15 - 27.10.2017 01:30","8601","8583"
"27.10.2017 01:30 - 27.10.2017 01:45","8494","8441"
"27.10.2017 01:45 - 27.10.2017 02:00","8377","8287"
"27.10.2017 02:00 - 27.10.2017 02:15","8330","8223"
"27.10.2017 02:15 - 27.10.2017 02:30","8244","8203"
"27.10.2017 02:30 - 27.10.2017 02:45","8223","8224"
"27.10.2017 02:45 - 27.10.2017 03:00","8175","8259"
"27.10.2017 03:00 - 27.10.2017 03:15","8147","8275"
"27.10.2017 03:15 - 27.10.2017 03:30","8118","8141"
"27.10.2017 03:30 - 27.10.2017 03:45","8125","8160"
"27.10.2017 03:45 - 27.10.2017 04:00","8129","8260"
"27.10.2017 04:00 - 27.10.2017 04:15","8201","8285"
"27.10.2017 04:15 - 27.10.2017 04:30","8225","8306"
"27.10.2017 04:30 - 27.10.2017 04:45","8274","8384"
"27.10.2017 04:45 - 27.10.2017 05:00","8362","8505"
"27.10.2017 05:00 - 27.10.2017 05:15","8540","8614"
"27.10.2017 05:15 - 27.10.2017 05:30","8674","8749"
"27.10.2017 05:30 - 27.10.2017 05:45","8852","8867"
"27.10.2017 05:45 - 27.10.2017 06:00","8979","9021"
"27.10.2017 06:00 - 27.10.2017 06:15","9359","9412"
"27.10.2017 06:15 - 27.10.2017 06:30","9707","9751"
"27.10.2017 06:30 - 27.10.2017 06:45","10007","10054"
"27.10.2017 06:45 - 27.10.2017 07:00","10363","10366"
"27.10.2017 07:00 - 27.10.2017 07:15","10535","10752"
"27.10.2017 07:15 - 27.10.2017 07:30","10804","10991"
"27.10.2017 07:30 - 27.10.2017 07:45","11031","11138"
"27.10.2017 07:45 - 27.10.2017 08:00","11182","11290"
"27.10.2017 08:00 - 27.10.2017 08:15","11150","11401"
"27.10.2017 08:15 - 27.10.2017 08:30","11104","11290"
"27.10.2017 08:30 - 27.10.2017 08:45","11144","11305"
"27.10.2017 08:45 - 27.10.2017 09:00","11152","11219"
"27.10.2017 09:00 - 27.10.2017 09:15","11221","11244"
"27.10.2017 09:15 - 27.10.2017 09:30","11254","11286"
"27.10.2017 09:30 - 27.10.2017 09:45","11299","11327"
"27.10.2017 09:45 - 27.10.2017 10:00","11292","11338"
"27.10.2017 10:00 - 27.10.2017 10:15","11218","11239"
"27.10.2017 10:15 - 27.10.2017 10:30","11186","11312"
"27.10.2017 10:30 - 27.10.2017 10:45","11241","11282"
"27.10.2017 10:45 - 27.10.2017 11:00","11295","11185"
"27.10.2017 11:00 - 27.10.2017 11:15","11269","11138"
"27.10.2017 11:15 - 27.10.2017 11:30","11287","11074"
"27.10.2017 11:30 - 27.10.2017 11:45","11378","11084"
"27.10.2017 11:45 - 27.10.2017 12:00","11301","11066"
"27.10.2017 12:00 - 27.10.2017 12:15","11155","10871"
"27.10.2017 12:15 - 27.10.2017 12:30","11062","10711"
"27.10.2017 12:30 - 27.10.2017 12:45","11089","10643"
"27.10.2017 12:45 - 27.10.2017 13:00","11092","10668"
"27.10.2017 13:00 - 27.10.2017 13:15","11076","10559"
"27.10.2017 13:15 - 27.10.2017 13:30","11035","10444"
"27.10.2017 13:30 - 27.10.2017 13:45","11009","10564"
"27.10.2017 13:45 - 27.10.2017 14:00","10942","10646"
"27.10.2017 14:00 - 27.10.2017 14:15","10838","10605"
"27.10.2017 14:15 - 27.10.2017 14:30","10818","10600"
"27.10.2017 14:30 - 27.10.2017 14:45","10783","10639"
"27.10.2017 14:45 - 27.10.2017 15:00","10769","10511"
"27.10.2017 15:00 - 27.10.2017 15:15","10602","10556"
"27.10.2017 15:15 - 27.10.2017 15:30","10590","10537"
"27.10.2017 15:30 - 27.10.2017 15:45","10563","10471"
"27.10.2017 15:45 - 27.10.2017 16:00","10560","10508"
"27.10.2017 16:00 - 27.10.2017 16:15","10490","10425"
"27.10.2017 16:15 - 27.10.2017 16:30","10443","10351"
"27.10.2017 16:30 - 27.10.2017 16:45","10499","10309"
"27.10.2017 16:45 - 27.10.2017 17:00","10559","10367"
"27.10.2017 17:00 - 27.10.2017 17:15","10564","10447"
"27.10.2017 17:15 - 27.10.2017 17:30","10602","10624"
"27.10.2017 17:30 - 27.10.2017 17:45","10678","10802"
"27.10.2017 17:45 - 27.10.2017 18:00","10755","10868"
"27.10.2017 18:00 - 27.10.2017 18:15","10680","10842"
"27.10.2017 18:15 - 27.10.2017 18:30","10727","10874"
"27.10.2017 18:30 - 27.10.2017 18:45","10857","11332"
"27.10.2017 18:45 - 27.10.2017 19:00","11036","11493"
"27.10.2017 19:00 - 27.10.2017 19:15","11112","11413"
"27.10.2017 19:15 - 27.10.2017 19:30","11122","11389"
"27.10.2017 19:30 - 27.10.2017 19:45","11012","11302"
"27.10.2017 19:45 - 27.10.2017 20:00","10906","11205"
"27.10.2017 20:00 - 27.10.2017 20:15","10871","10976"
"27.10.2017 20:15 - 27.10.2017 20:30","10721","10839"
"27.10.2017 20:30 - 27.10.2017 20:45","10585","10695"
"27.10.2017 20:45 - 27.10.2017 21:00","10402","10689"
"27.10.2017 21:00 - 27.10.2017 21:15","10272","10643"
"27.10.2017 21:15 - 27.10.2017 21:30","10127","10397"
"27.10.2017 21:30 - 27.10.2017 21:45","9974","10322"
"27.10.2017 21:45 - 27.10.2017 22:00","9831","10292"
"27.10.2017 22:00 - 27.10.2017 22:15","9954","10309"
"27.10.2017 22:15 - 27.10.2017 22:30","9965","10251"
"27.10.2017 22:30 - 27.10.2017 22:45","9973","10291"
"27.10.2017 22:45 - 27.10.2017 23:00","9891","10281"
"27.10.2017 23:00 - 27.10.2017 23:15","9922","10261"
"27.10.2017 23:15 - 27.10.2017 23:30","9745","9974"
"27.10.2017 23:30 - 27.10.2017 23:45","9581","9816"
"27.10.2017 23:45 - 28.10.2017 00:00","9421","9672"
"28.10.2017 00:00 - 28.10.2017 00:15","9281","9555"
"28.10.2017 00:15 - 28.10.2017 00:30","9103","9288"
"28.10.2017 00:30 - 28.10.2017 00:45","8915","9072"
"28.10.2017 00:45 - 28.10.2017 01:00","8790","8910"
"28.10.2017 01:00 - 28.10.2017 01:15","8680","8771"
"28.10.2017 01:15 - 28.10.2017 01:30","8549","8720"
"28.10.2017 01:30 - 28.10.2017 01:45","8448","8528"
"28.10.2017 01:45 - 28.10.2017 02:00","8326","8417"
"28.10.2017 02:00 - 28.10.2017 02:15","8229","8278"
"28.10.2017 02:15 - 28.10.2017 02:30","8143","8205"
"28.10.2017 02:30 - 28.10.2017 02:45","8120","8278"
"28.10.2017 02:45 - 28.10.2017 03:00","8114","8247"
"28.10.2017 03:00 - 28.10.2017 03:15","8088","8190"
"28.10.2017 03:15 - 28.10.2017 03:30","7955","8115"
"28.10.2017 03:30 - 28.10.2017 03:45","7960","8145"
"28.10.2017 03:45 - 28.10.2017 04:00","7922","8135"
"28.10.2017 04:00 - 28.10.2017 04:15","7899","8149"
"28.10.2017 04:15 - 28.10.2017 04:30","7892","8153"
"28.10.2017 04:30 - 28.10.2017 04:45","7861","8038"
"28.10.2017 04:45 - 28.10.2017 05:00","7956","8037"
"28.10.2017 05:00 - 28.10.2017 05:15","7905","8126"
"28.10.2017 05:15 - 28.10.2017 05:30","7950","8101"
"28.10.2017 05:30 - 28.10.2017 05:45","8013","8126"
"28.10.2017 05:45 - 28.10.2017 06:00","8013","8084"
"28.10.2017 06:00 - 28.10.2017 06:15","8174","8325"
"28.10.2017 06:15 - 28.10.2017 06:30","8264","8426"
"28.10.2017 06:30 - 28.10.2017 06:45","8327","8532"
"28.10.2017 06:45 - 28.10.2017 07:00","8467","8591"
"28.10.2017 07:00 - 28.10.2017 07:15","8610","8712"
"28.10.2017 07:15 - 28.10.2017 07:30","8792","8938"
"28.10.2017 07:30 - 28.10.2017 07:45","8903","8947"
"28.10.2017 07:45 - 28.10.2017 08:00","8924","9158"
"28.10.2017 08:00 - 28.10.2017 08:15","9103","9433"
"28.10.2017 08:15 - 28.10.2017 08:30","9214","9458"
"28.10.2017 08:30 - 28.10.2017 08:45","9389","9454"
"28.10.2017 08:45 - 28.10.2017 09:00","9548","9663"
"28.10.2017 09:00 - 28.10.2017 09:15","9658","9810"
"28.10.2017 09:15 - 28.10.2017 09:30","9761","9901"
"28.10.2017 09:30 - 28.10.2017 09:45","9821","9904"
"28.10.2017 09:45 - 28.10.2017 10:00","9898","10045"
"28.10.2017 10:00 - 28.10.2017 10:15","9966","10210"
"28.10.2017 10:15 - 28.10.2017 10:30","10006","10275"
"28.10.2017 10:30 - 28.10.2017 10:45","10072","10222"
"28.10.2017 10:45 - 28.10.2017 11:00","10046","10274"
"28.10.2017 11:00 - 28.10.2017 11:15","10097","10204"
"28.10.2017 11:15 - 28.10.2017 11:30","10139","10279"
"28.10.2017 11:30 - 28.10.2017 11:45","10154","10296"
"28.10.2017 11:45 - 28.10.2017 12:00","10175","10339"
"28.10.2017 12:00 - 28.10.2017 12:15","10133","10361"
"28.10.2017 12:15 - 28.10.2017 12:30","10079","10239"
"28.10.2017 12:30 - 28.10.2017 12:45","10022","10188"
"28.10.2017 12:45 - 28.10.2017 13:00","9955","10138"
"28.10.2017 13:00 - 28.10.2017 13:15","9888","10079"
"28.10.2017 13:15 - 28.10.2017 13:30","9817","10041"
"28.10.2017 13:30 - 28.10.2017 13:45","9733","9899"
"28.10.2017 13:45 - 28.10.2017 14:00","9587","9743"
"28.10.2017 14:00 - 28.10.2017 14:15","9525","9658"
"28.10.2017 14:15 - 28.10.2017 14:30","9501","9630"
"28.10.2017 14:30 - 28.10.2017 14:45","9489","9584"
"28.10.2017 14:45 - 28.10.2017 15:00","9439","9621"
"28.10.2017 15:00 - 28.10.2017 15:15","9389","9656"
"28.10.2017 15:15 - 28.10.2017 15:30","9376","9583"
"28.10.2017 15:30 - 28.10.2017 15:45","9330","9674"
"28.10.2017 15:45 - 28.10.2017 16:00","9325","9648"
"28.10.2017 16:00 - 28.10.2017 16:15","9291","9674"
"28.10.2017 16:15 - 28.10.2017 16:30","9288","9622"
"28.10.2017 16:30 - 28.10.2017 16:45","9356","9683"
"28.10.2017 16:45 - 28.10.2017 17:00","9376","9687"
"28.10.2017 17:00 - 28.10.2017 17:15","9448","9713"
"28.10.2017 17:15 - 28.10.2017 17:30","9464","9930"
"28.10.2017 17:30 - 28.10.2017 17:45","9559","10041"
"28.10.2017 17:45 - 28.10.2017 18:00","9645","10182"
"28.10.2017 18:00 - 28.10.2017 18:15","9852","10086"
"28.10.2017 18:15 - 28.10.2017 18:30","9890","10319"
"28.10.2017 18:30 - 28.10.2017 18:45","9976","10508"
"28.10.2017 18:45 - 28.10.2017 19:00","10166","10589"
"28.10.2017 19:00 - 28.10.2017 19:15","10224","10554"
"28.10.2017 19:15 - 28.10.2017 19:30","10293","10396"
"28.10.2017 19:30 - 28.10.2017 19:45","10305","10247"
"28.10.2017 19:45 - 28.10.2017 20:00","10233","10244"
"28.10.2017 20:00 - 28.10.2017 20:15","10056","10020"
"28.10.2017 20:15 - 28.10.2017 20:30","9908","9882"
"28.10.2017 20:30 - 28.10.2017 20:45","9755","9708"
"28.10.2017 20:45 - 28.10.2017 21:00","9637","9604"
"28.10.2017 21:00 - 28.10.2017 21:15","9513","9495"
"28.10.2017 21:15 - 28.10.2017 21:30","9333","9357"
"28.10.2017 21:30 - 28.10.2017 21:45","9300","9306"
"28.10.2017 21:45 - 28.10.2017 22:00","9165","9157"
"28.10.2017 22:00 - 28.10.2017 22:15","9115","9062"
"28.10.2017 22:15 - 28.10.2017 22:30","9115","9237"
"28.10.2017 22:30 - 28.10.2017 22:45","9099","9251"
"28.10.2017 22:45 - 28.10.2017 23:00","9076","9228"
"28.10.2017 23:00 - 28.10.2017 23:15","9082","9159"
"28.10.2017 23:15 - 28.10.2017 23:30","8930","9145"
"28.10.2017 23:30 - 28.10.2017 23:45","8820","9049"
"28.10.2017 23:45 - 29.10.2017 00:00","8708","8903"
"29.10.2017 00:00 - 29.10.2017 00:15","8583","8847"
"29.10.2017 00:15 - 29.10.2017 00:30","8396","8659"
"29.10.2017 00:30 - 29.10.2017 00:45","8256","8445"
"29.10.2017 00:45 - 29.10.2017 01:00","8115","8287"
"29.10.2017 01:00 - 29.10.2017 01:15","8021","8200"
"29.10.2017 01:15 - 29.10.2017 01:30","7921","8081"
"29.10.2017 01:30 - 29.10.2017 01:45","7852","8021"
"29.10.2017 01:45 - 29.10.2017 02:00","7731","7857"
"29.10.2017 02:00 - 29.10.2017 02:15","7484","7738"
"29.10.2017 02:15 - 29.10.2017 02:30","7482","7609"
"29.10.2017 02:30 - 29.10.2017 02:45","7429","7792"
"29.10.2017 02:45 - 29.10.2017 03:00","7299","7656"
"29.10.2017 02:00 - 29.10.2017 02:15","7294","7476"
"29.10.2017 02:15 - 29.10.2017 02:30","7307","7373"
"29.10.2017 02:30 - 29.10.2017 02:45","7282","7403"
"29.10.2017 02:45 - 29.10.2017 03:00","7301","7379"
"29.10.2017 03:00 - 29.10.2017 03:15","7281","7449"
"29.10.2017 03:15 - 29.10.2017 03:30","7299","7336"
"29.10.2017 03:30 - 29.10.2017 03:45","7318","7333"
"29.10.2017 03:45 - 29.10.2017 04:00","7298","7399"
"29.10.2017 04:00 - 29.10.2017 04:15","7233","7499"
"29.10.2017 04:15 - 29.10.2017 04:30","7276","7502"
"29.10.2017 04:30 - 29.10.2017 04:45","7357","7412"
"29.10.2017 04:45 - 29.10.2017 05:00","7363","7493"
"29.10.2017 05:00 - 29.10.2017 05:15","7266","7528"
"29.10.2017 05:15 - 29.10.2017 05:30","7367","7556"
"29.10.2017 05:30 - 29.10.2017 05:45","7445","7598"
"29.10.2017 05:45 - 29.10.2017 06:00","7428","7597"
"29.10.2017 06:00 - 29.10.2017 06:15","7470","7712"
"29.10.2017 06:15 - 29.10.2017 06:30","7565","7861"
"29.10.2017 06:30 - 29.10.2017 06:45","7675","7996"
"29.10.2017 06:45 - 29.10.2017 07:00","7777","8065"
"29.10.2017 07:00 - 29.10.2017 07:15","7793","8374"
"29.10.2017 07:15 - 29.10.2017 07:30","7940","8470"
"29.10.2017 07:30 - 29.10.2017 07:45","8023","8508"
"29.10.2017 07:45 - 29.10.2017 08:00","8069","8740"
"29.10.2017 08:00 - 29.10.2017 08:15","8132","8857"
"29.10.2017 08:15 - 29.10.2017 08:30","8207","9003"
"29.10.2017 08:30 - 29.10.2017 08:45","8250","8956"
"29.10.2017 08:45 - 29.10.2017 09:00","8249","9004"
"29.10.2017 09:00 - 29.10.2017 09:15","8530","9209"
"29.10.2017 09:15 - 29.10.2017 09:30","8607","9266"
"29.10.2017 09:30 - 29.10.2017 09:45","8657","9279"
"29.10.2017 09:45 - 29.10.2017 10:00","8706","9352"
"29.10.2017 10:00 - 29.10.2017 10:15","9034","9424"
"29.10.2017 10:15 - 29.10.2017 10:30","9021","9456"
"29.10.2017 10:30 - 29.10.2017 10:45","8958","9476"
"29.10.2017 10:45 - 29.10.2017 11:00","8895","9500"
"29.10.2017 11:00 - 29.10.2017 11:15","9247","9480"
"29.10.2017 11:15 - 29.10.2017 11:30","9211","9389"
"29.10.2017 11:30 - 29.10.2017 11:45","9087","9471"
"29.10.2017 11:45 - 29.10.2017 12:00","9033","9636"
"29.10.2017 12:00 - 29.10.2017 12:15","9210","9638"
"29.10.2017 12:15 - 29.10.2017 12:30","9153","9532"
"29.10.2017 12:30 - 29.10.2017 12:45","9215","9461"
"29.10.2017 12:45 - 29.10.2017 13:00","9116","9351"
"29.10.2017 13:00 - 29.10.2017 13:15","8882","9334"
"29.10.2017 13:15 - 29.10.2017 13:30","8984","9198"
"29.10.2017 13:30 - 29.10.2017 13:45","8960","9214"
"29.10.2017 13:45 - 29.10.2017 14:00","8893","9086"
"29.10.2017 14:00 - 29.10.2017 14:15","8692","9065"
"29.10.2017 14:15 - 29.10.2017 14:30","8721","9264"
"29.10.2017 14:30 - 29.10.2017 14:45","8759","9061"
"29.10.2017 14:45 - 29.10.2017 15:00","8747","9018"
"29.10.2017 15:00 - 29.10.2017 15:15","8438","9163"
"29.10.2017 15:15 - 29.10.2017 15:30","8558","9110"
"29.10.2017 15:30 - 29.10.2017 15:45","8718","8932"
"29.10.2017 15:45 - 29.10.2017 16:00","8794","9047"
"29.10.2017 16:00 - 29.10.2017 16:15","8502","9173"
"29.10.2017 16:15 - 29.10.2017 16:30","8633","9204"
"29.10.2017 16:30 - 29.10.2017 16:45","8773","9344"
"29.10.2017 16:45 - 29.10.2017 17:00","8923","9317"
"29.10.2017 17:00 - 29.10.2017 17:15","8968","9439"
"29.10.2017 17:15 - 29.10.2017 17:30","9094","9598"
"29.10.2017 17:30 - 29.10.2017 17:45","9143","9985"
"29.10.2017 17:45 - 29.10.2017 18:00","9106","10297"
"29.10.2017 18:00 - 29.10.2017 18:15","9809","10295"
"29.10.2017 18:15 - 29.10.2017 18:30","9708","10649"
"29.10.2017 18:30 - 29.10.2017 18:45","9611","10472"
"29.10.2017 18:45 - 29.10.2017 19:00","9512","10507"
"29.10.2017 19:00 - 29.10.2017 19:15","10266","10378"
"29.10.2017 19:15 - 29.10.2017 19:30","10141","10359"
"29.10.2017 19:30 - 29.10.2017 19:45","10030","10584"
"29.10.2017 19:45 - 29.10.2017 20:00","9880","10337"
"29.10.2017 20:00 - 29.10.2017 20:15","9874","10022"
"29.10.2017 20:15 - 29.10.2017 20:30","9886","9916"
"29.10.2017 20:30 - 29.10.2017 20:45","9853","9913"
"29.10.2017 20:45 - 29.10.2017 21:00","9723","9986"
"29.10.2017 21:00 - 29.10.2017 21:15","9658","9939"
"29.10.2017 21:15 - 29.10.2017 21:30","9554","9529"
"29.10.2017 21:30 - 29.10.2017 21:45","9341","9456"
"29.10.2017 21:45 - 29.10.2017 22:00","9152","9563"
"29.10.2017 22:00 - 29.10.2017 22:15","9334","9561"
"29.10.2017 22:15 - 29.10.2017 22:30","9194","9513"
"29.10.2017 22:30 - 29.10.2017 22:45","9110","9363"
"29.10.2017 22:45 - 29.10.2017 23:00","8998","9550"
"29.10.2017 23:00 - 29.10.2017 23:15","8974","9608"
"29.10.2017 23:15 - 29.10.2017 23:30","8867","9442"
"29.10.2017 23:30 - 29.10.2017 23:45","8757","9152"
"29.10.2017 23:45 - 30.10.2017 00:00","8702","9042"
"30.10.2017 00:00 - 30.10.2017 00:15","8445","8860"
"30.10.2017 00:15 - 30.10.2017 00:30","8345","8791"
"30.10.2017 00:30 - 30.10.2017 00:45","8242","8720"
"30.10.2017 00:45 - 30.10.2017 01:00","8190","8528"
"30.10.2017 01:00 - 30.10.2017 01:15","7974","8506"
"30.10.2017 01:15 - 30.10.2017 01:30","7990","8307"
"30.10.2017 01:30 - 30.10.2017 01:45","7991","8355"
"30.10.2017 01:45 - 30.10.2017 02:00","7929","8203"
"30.10.2017 02:00 - 30.10.2017 02:15","7736","8173"
"30.10.2017 02:15 - 30.10.2017 02:30","7727","8128"
"30.10.2017 02:30 - 30.10.2017 02:45","7828","8113"
"30.10.2017 02:45 - 30.10.2017 03:00","7738","8173"
"30.10.2017 03:00 - 30.10.2017 03:15","7669","8097"
"30.10.2017 03:15 - 30.10.2017 03:30","7716","8160"
"30.10.2017 03:30 - 30.10.2017 03:45","7751","8169"
"30.10.2017 03:45 - 30.10.2017 04:00","7841","8045"
"30.10.2017 04:00 - 30.10.2017 04:15","7770","8032"
"30.10.2017 04:15 - 30.10.2017 04:30","7890","8140"
"30.10.2017 04:30 - 30.10.2017 04:45","8037","8361"
"30.10.2017 04:45 - 30.10.2017 05:00","8213","8397"
"30.10.2017 05:00 - 30.10.2017 05:15","8421","8611"
"30.10.2017 05:15 - 30.10.2017 05:30","8772","8606"
"30.10.2017 05:30 - 30.10.2017 05:45","9092","8873"
"30.10.2017 05:45 - 30.10.2017 06:00","9379","9048"
"30.10.2017 06:00 - 30.10.2017 06:15","9592","9428"
"30.10.2017 06:15 - 30.10.2017 06:30","9937","9790"
"30.10.2017 06:30 - 30.10.2017 06:45","10162","10137"
"30.10.2017 06:45 - 30.10.2017 07:00","10234","10292"
"30.10.2017 07:00 - 30.10.2017 07:15","10702","10431"
"30.10.2017 07:15 - 30.10.2017 07:30","10679","10535"
"30.10.2017 07:30 - 30.10.2017 07:45","10731","10821"
"30.10.2017 07:45 - 30.10.2017 08:00","10833","10992"
"30.10.2017 08:00 - 30.10.2017 08:15","11034","11193"
"30.10.2017 08:15 - 30.10.2017 08:30","11023","11151"
"30.10.2017 08:30 - 30.10.2017 08:45","11101","11353"
"30.10.2017 08:45 - 30.10.2017 09:00","11111","11318"
"30.10.2017 09:00 - 30.10.2017 09:15","11207","11349"
"30.10.2017 09:15 - 30.10.2017 09:30","11235","11549"
"30.10.2017 09:30 - 30.10.2017 09:45","11266","11490"
"30.10.2017 09:45 - 30.10.2017 10:00","11320","11462"
"30.10.2017 10:00 - 30.10.2017 10:15","11402","11436"
"30.10.2017 10:15 - 30.10.2017 10:30","11449","11538"
