"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"11.10.2021 18:00 - 11.10.2021 18:15","10432","10653"
"11.10.2021 18:15 - 11.10.2021 18:30","10475","10724"
"11.10.2021 18:30 - 11.10.2021 18:45","10548","10784"
"11.10.2021 18:45 - 11.10.2021 19:00","10594","10862"
"11.10.2021 19:00 - 11.10.2021 19:15","10730","10953"
"11.10.2021 19:15 - 11.10.2021 19:30","10703","11007"
"11.10.2021 19:30 - 11.10.2021 19:45","10746","10984"
"11.10.2021 19:45 - 11.10.2021 20:00","10755","10886"
"11.10.2021 20:00 - 11.10.2021 20:15","10686","10805"
"11.10.2021 20:15 - 11.10.2021 20:30","10561","10681"
"11.10.2021 20:30 - 11.10.2021 20:45","10481","10615"
"11.10.2021 20:45 - 11.10.2021 21:00","10264","10382"
"11.10.2021 21:00 - 11.10.2021 21:15","10155","10317"
"11.10.2021 21:15 - 11.10.2021 21:30","9995","10070"
"11.10.2021 21:30 - 11.10.2021 21:45","9842","9932"
"11.10.2021 21:45 - 11.10.2021 22:00","9592","9718"
"11.10.2021 22:00 - 11.10.2021 22:15","9699","9792"
"11.10.2021 22:15 - 11.10.2021 22:30","9620","9748"
"11.10.2021 22:30 - 11.10.2021 22:45","9600","9806"
"11.10.2021 22:45 - 11.10.2021 23:00","9432","9689"
"11.10.2021 23:00 - 11.10.2021 23:15","9429","9639"
"11.10.2021 23:15 - 11.10.2021 23:30","9273","9399"
"11.10.2021 23:30 - 11.10.2021 23:45","9105","9195"
"11.10.2021 23:45 - 12.10.2021 00:00","8933","9053"
"12.10.2021 00:00 - 12.10.2021 00:15","8758","8958"
"12.10.2021 00:15 - 12.10.2021 00:30","8647","8753"
"12.10.2021 00:30 - 12.10.2021 00:45","8524","8577"
"12.10.2021 00:45 - 12.10.2021 01:00","8472","8523"
"12.10.2021 01:00 - 12.10.2021 01:15","8318","8687"
"12.10.2021 01:15 - 12.10.2021 01:30","8160","8355"
"12.10.2021 01:30 - 12.10.2021 01:45","8134","8259"
"12.10.2021 01:45 - 12.10.2021 02:00","8086","8155"
"12.10.2021 02:00 - 12.10.2021 02:15","8018","7980"
"12.10.2021 02:15 - 12.10.2021 02:30","7957","8000"
"12.10.2021 02:30 - 12.10.2021 02:45","7944","8008"
"12.10.2021 02:45 - 12.10.2021 03:00","7923","7906"
"12.10.2021 03:00 - 12.10.2021 03:15","7871","7987"
"12.10.2021 03:15 - 12.10.2021 03:30","7843","7977"
"12.10.2021 03:30 - 12.10.2021 03:45","7829","7979"
"12.10.2021 03:45 - 12.10.2021 04:00","7901","7950"
"12.10.2021 04:00 - 12.10.2021 04:15","7919","7985"
"12.10.2021 04:15 - 12.10.2021 04:30","7951","8028"
"12.10.2021 04:30 - 12.10.2021 04:45","7963","8019"
"12.10.2021 04:45 - 12.10.2021 05:00","8025","8027"
"12.10.2021 05:00 - 12.10.2021 05:15","8267","8204"
"12.10.2021 05:15 - 12.10.2021 05:30","8382","8350"
"12.10.2021 05:30 - 12.10.2021 05:45","8518","8526"
"12.10.2021 05:45 - 12.10.2021 06:00","8659","8743"
"12.10.2021 06:00 - 12.10.2021 06:15","9061","9105"
"12.10.2021 06:15 - 12.10.2021 06:30","9369","9324"
"12.10.2021 06:30 - 12.10.2021 06:45","9636","9615"
"12.10.2021 06:45 - 12.10.2021 07:00","9915","9941"
"12.10.2021 07:00 - 12.10.2021 07:15","10274","10216"
"12.10.2021 07:15 - 12.10.2021 07:30","10452","10492"
"12.10.2021 07:30 - 12.10.2021 07:45","10580","10710"
"12.10.2021 07:45 - 12.10.2021 08:00","10595","10602"
"12.10.2021 08:00 - 12.10.2021 08:15","10535","10677"
"12.10.2021 08:15 - 12.10.2021 08:30","10587","10667"
"12.10.2021 08:30 - 12.10.2021 08:45","10674","10762"
"12.10.2021 08:45 - 12.10.2021 09:00","10745","10839"
"12.10.2021 09:00 - 12.10.2021 09:15","10804","10909"
"12.10.2021 09:15 - 12.10.2021 09:30","10822","10995"
"12.10.2021 09:30 - 12.10.2021 09:45","10830","10945"
"12.10.2021 09:45 - 12.10.2021 10:00","10808","10948"
"12.10.2021 10:00 - 12.10.2021 10:15","10831","10958"
"12.10.2021 10:15 - 12.10.2021 10:30","10767","10852"
"12.10.2021 10:30 - 12.10.2021 10:45","10808","10830"
"12.10.2021 10:45 - 12.10.2021 11:00","10793","10946"
"12.10.2021 11:00 - 12.10.2021 11:15","10789","10928"
"12.10.2021 11:15 - 12.10.2021 11:30","10790","10910"
"12.10.2021 11:30 - 12.10.2021 11:45","10838","10955"
"12.10.2021 11:45 - 12.10.2021 12:00","10805","10856"
"12.10.2021 12:00 - 12.10.2021 12:15","10717","10691"
"12.10.2021 12:15 - 12.10.2021 12:30","10591","10540"
"12.10.2021 12:30 - 12.10.2021 12:45","10547","10525"
"12.10.2021 12:45 - 12.10.2021 13:00","10498","10551"
"12.10.2021 13:00 - 12.10.2021 13:15","10609","10678"
"12.10.2021 13:15 - 12.10.2021 13:30","10575","10620"
"12.10.2021 13:30 - 12.10.2021 13:45","10605","10673"
"12.10.2021 13:45 - 12.10.2021 14:00","10549","10611"
"12.10.2021 14:00 - 12.10.2021 14:15","10445","10546"
"12.10.2021 14:15 - 12.10.2021 14:30","10426","10601"
"12.10.2021 14:30 - 12.10.2021 14:45","10392","10526"
"12.10.2021 14:45 - 12.10.2021 15:00","10364","10481"
"12.10.2021 15:00 - 12.10.2021 15:15","10343","10459"
"12.10.2021 15:15 - 12.10.2021 15:30","10312","10436"
"12.10.2021 15:30 - 12.10.2021 15:45","10269","10686"
"12.10.2021 15:45 - 12.10.2021 16:00","10253","10738"
"12.10.2021 16:00 - 12.10.2021 16:15","10273","10783"
"12.10.2021 16:15 - 12.10.2021 16:30","10307","10732"
"12.10.2021 16:30 - 12.10.2021 16:45","10346","10704"
"12.10.2021 16:45 - 12.10.2021 17:00","10395","10760"
"12.10.2021 17:00 - 12.10.2021 17:15","10442","10804"
"12.10.2021 17:15 - 12.10.2021 17:30","10545","10714"
"12.10.2021 17:30 - 12.10.2021 17:45","10651","10885"
"12.10.2021 17:45 - 12.10.2021 18:00","10765","10964"
"12.10.2021 18:00 - 12.10.2021 18:15","10793","10894"
"12.10.2021 18:15 - 12.10.2021 18:30","10856","10880"
"12.10.2021 18:30 - 12.10.2021 18:45","10910","10899"
"12.10.2021 18:45 - 12.10.2021 19:00","10900","10978"
"12.10.2021 19:00 - 12.10.2021 19:15","10929","11068"
"12.10.2021 19:15 - 12.10.2021 19:30","10954","11078"
"12.10.2021 19:30 - 12.10.2021 19:45","11038","10991"
"12.10.2021 19:45 - 12.10.2021 20:00","11048","10898"
"12.10.2021 20:00 - 12.10.2021 20:15","10879","10744"
"12.10.2021 20:15 - 12.10.2021 20:30","10723","10701"
"12.10.2021 20:30 - 12.10.2021 20:45","10610","10611"
"12.10.2021 20:45 - 12.10.2021 21:00","10467","10447"
"12.10.2021 21:00 - 12.10.2021 21:15","10275","10333"
"12.10.2021 21:15 - 12.10.2021 21:30","10109","10147"
"12.10.2021 21:30 - 12.10.2021 21:45","9971","10107"
"12.10.2021 21:45 - 12.10.2021 22:00","9783","9923"
"12.10.2021 22:00 - 12.10.2021 22:15","9728","9935"
"12.10.2021 22:15 - 12.10.2021 22:30","9730","9958"
"12.10.2021 22:30 - 12.10.2021 22:45","9681","9898"
"12.10.2021 22:45 - 12.10.2021 23:00","9616","9742"
"12.10.2021 23:00 - 12.10.2021 23:15","9526","9776"
"12.10.2021 23:15 - 12.10.2021 23:30","9397","9655"
"12.10.2021 23:30 - 12.10.2021 23:45","9235","9529"
"12.10.2021 23:45 - 13.10.2021 00:00","9100","9334"
"13.10.2021 00:00 - 13.10.2021 00:15","8937","9208"
"13.10.2021 00:15 - 13.10.2021 00:30","8784","9065"
"13.10.2021 00:30 - 13.10.2021 00:45","8659","8925"
"13.10.2021 00:45 - 13.10.2021 01:00","8547","8689"
"13.10.2021 01:00 - 13.10.2021 01:15","8537","8709"
"13.10.2021 01:15 - 13.10.2021 01:30","8423","8651"
"13.10.2021 01:30 - 13.10.2021 01:45","8332","8527"
"13.10.2021 01:45 - 13.10.2021 02:00","8245","8388"
"13.10.2021 02:00 - 13.10.2021 02:15","8080","8260"
"13.10.2021 02:15 - 13.10.2021 02:30","8016","8283"
"13.10.2021 02:30 - 13.10.2021 02:45","8008","8214"
"13.10.2021 02:45 - 13.10.2021 03:00","7990","8158"
"13.10.2021 03:00 - 13.10.2021 03:15","8005","8158"
"13.10.2021 03:15 - 13.10.2021 03:30","7981","8217"
"13.10.2021 03:30 - 13.10.2021 03:45","7967","8131"
"13.10.2021 03:45 - 13.10.2021 04:00","8037","8205"
"13.10.2021 04:00 - 13.10.2021 04:15","8056","8253"
"13.10.2021 04:15 - 13.10.2021 04:30","8088","8273"
"13.10.2021 04:30 - 13.10.2021 04:45","8103","8433"
"13.10.2021 04:45 - 13.10.2021 05:00","8163","8454"
"13.10.2021 05:00 - 13.10.2021 05:15","8342","8660"
"13.10.2021 05:15 - 13.10.2021 05:30","8455","8663"
"13.10.2021 05:30 - 13.10.2021 05:45","8589","8830"
"13.10.2021 05:45 - 13.10.2021 06:00","8729","8967"
"13.10.2021 06:00 - 13.10.2021 06:15","9128","9300"
"13.10.2021 06:15 - 13.10.2021 06:30","9435","9642"
"13.10.2021 06:30 - 13.10.2021 06:45","9701","9913"
"13.10.2021 06:45 - 13.10.2021 07:00","9984","10191"
"13.10.2021 07:00 - 13.10.2021 07:15","10360","10453"
"13.10.2021 07:15 - 13.10.2021 07:30","10542","10709"
"13.10.2021 07:30 - 13.10.2021 07:45","10673","11035"
"13.10.2021 07:45 - 13.10.2021 08:00","10689","10920"
"13.10.2021 08:00 - 13.10.2021 08:15","10736","10993"
"13.10.2021 08:15 - 13.10.2021 08:30","10789","11054"
"13.10.2021 08:30 - 13.10.2021 08:45","10878","11095"
"13.10.2021 08:45 - 13.10.2021 09:00","10952","11139"
"13.10.2021 09:00 - 13.10.2021 09:15","11019","11290"
"13.10.2021 09:15 - 13.10.2021 09:30","11037","11231"
"13.10.2021 09:30 - 13.10.2021 09:45","11043","11300"
"13.10.2021 09:45 - 13.10.2021 10:00","11024","11242"
"13.10.2021 10:00 - 13.10.2021 10:15","11045","11154"
"13.10.2021 10:15 - 13.10.2021 10:30","10979","11044"
"13.10.2021 10:30 - 13.10.2021 10:45","11017","11136"
"13.10.2021 10:45 - 13.10.2021 11:00","10999","11107"
"13.10.2021 11:00 - 13.10.2021 11:15","11054","11148"
"13.10.2021 11:15 - 13.10.2021 11:30","11053","11105"
"13.10.2021 11:30 - 13.10.2021 11:45","11107","11002"
"13.10.2021 11:45 - 13.10.2021 12:00","11078","11092"
"13.10.2021 12:00 - 13.10.2021 12:15","10950","10830"
"13.10.2021 12:15 - 13.10.2021 12:30","10820","10676"
"13.10.2021 12:30 - 13.10.2021 12:45","10767","10648"
"13.10.2021 12:45 - 13.10.2021 13:00","10711","10667"
"13.10.2021 13:00 - 13.10.2021 13:15","10700","10597"
"13.10.2021 13:15 - 13.10.2021 13:30","10663","10606"
"13.10.2021 13:30 - 13.10.2021 13:45","10690","10602"
"13.10.2021 13:45 - 13.10.2021 14:00","10631","10651"
"13.10.2021 14:00 - 13.10.2021 14:15","10585","10708"
"13.10.2021 14:15 - 13.10.2021 14:30","10565","10542"
"13.10.2021 14:30 - 13.10.2021 14:45","10531","10521"
"13.10.2021 14:45 - 13.10.2021 15:00","10504","10451"
"13.10.2021 15:00 - 13.10.2021 15:15","10554","10391"
"13.10.2021 15:15 - 13.10.2021 15:30","10524","10341"
"13.10.2021 15:30 - 13.10.2021 15:45","10488","10357"
"13.10.2021 15:45 - 13.10.2021 16:00","10479","10318"
"13.10.2021 16:00 - 13.10.2021 16:15","10405","10248"
"13.10.2021 16:15 - 13.10.2021 16:30","10435","10275"
"13.10.2021 16:30 - 13.10.2021 16:45","10469","10224"
"13.10.2021 16:45 - 13.10.2021 17:00","10513","10289"
"13.10.2021 17:00 - 13.10.2021 17:15","10520","10357"
"13.10.2021 17:15 - 13.10.2021 17:30","10627","10472"
"13.10.2021 17:30 - 13.10.2021 17:45","10736","10544"
"13.10.2021 17:45 - 13.10.2021 18:00","10852","10699"
"13.10.2021 18:00 - 13.10.2021 18:15","10783","10784"
"13.10.2021 18:15 - 13.10.2021 18:30","10846","10783"
"13.10.2021 18:30 - 13.10.2021 18:45","10904","10946"
"13.10.2021 18:45 - 13.10.2021 19:00","10895","11054"
"13.10.2021 19:00 - 13.10.2021 19:15","10921","11170"
"13.10.2021 19:15 - 13.10.2021 19:30","10946","11262"
"13.10.2021 19:30 - 13.10.2021 19:45","11029","11204"
"13.10.2021 19:45 - 13.10.2021 20:00","11040","11021"
"13.10.2021 20:00 - 13.10.2021 20:15","10914","10919"
"13.10.2021 20:15 - 13.10.2021 20:30","10758","10818"
"13.10.2021 20:30 - 13.10.2021 20:45","10640","10679"
"13.10.2021 20:45 - 13.10.2021 21:00","10492","10491"
"13.10.2021 21:00 - 13.10.2021 21:15","10279","10271"
"13.10.2021 21:15 - 13.10.2021 21:30","10111","10094"
"13.10.2021 21:30 - 13.10.2021 21:45","9981","10017"
"13.10.2021 21:45 - 13.10.2021 22:00","9799","9869"
"13.10.2021 22:00 - 13.10.2021 22:15","9815","9815"
"13.10.2021 22:15 - 13.10.2021 22:30","9819","9836"
"13.10.2021 22:30 - 13.10.2021 22:45","9772","9769"
"13.10.2021 22:45 - 13.10.2021 23:00","9710","9618"
"13.10.2021 23:00 - 13.10.2021 23:15","9604","9636"
"13.10.2021 23:15 - 13.10.2021 23:30","9474","9559"
"13.10.2021 23:30 - 13.10.2021 23:45","9312","9435"
"13.10.2021 23:45 - 14.10.2021 00:00","9173","9258"
"14.10.2021 00:00 - 14.10.2021 00:15","9157","8995"
"14.10.2021 00:15 - 14.10.2021 00:30","9007","8978"
"14.10.2021 00:30 - 14.10.2021 00:45","8877","8824"
"14.10.2021 00:45 - 14.10.2021 01:00","8752","8704"
"14.10.2021 01:00 - 14.10.2021 01:15","8633","8533"
"14.10.2021 01:15 - 14.10.2021 01:30","8519","8351"
"14.10.2021 01:30 - 14.10.2021 01:45","8423","8295"
"14.10.2021 01:45 - 14.10.2021 02:00","8328","8278"
"14.10.2021 02:00 - 14.10.2021 02:15","8208","8196"
"14.10.2021 02:15 - 14.10.2021 02:30","8148","8196"
"14.10.2021 02:30 - 14.10.2021 02:45","8140","8146"
"14.10.2021 02:45 - 14.10.2021 03:00","8111","8054"
"14.10.2021 03:00 - 14.10.2021 03:15","8144","8114"
"14.10.2021 03:15 - 14.10.2021 03:30","8120","8096"
"14.10.2021 03:30 - 14.10.2021 03:45","8109","8115"
"14.10.2021 03:45 - 14.10.2021 04:00","8174","8098"
"14.10.2021 04:00 - 14.10.2021 04:15","8173","8180"
"14.10.2021 04:15 - 14.10.2021 04:30","8212","8169"
"14.10.2021 04:30 - 14.10.2021 04:45","8225","8278"
"14.10.2021 04:45 - 14.10.2021 05:00","8283","8410"
"14.10.2021 05:00 - 14.10.2021 05:15","8441","8543"
"14.10.2021 05:15 - 14.10.2021 05:30","8557","8724"
"14.10.2021 05:30 - 14.10.2021 05:45","8694","8788"
"14.10.2021 05:45 - 14.10.2021 06:00","8838","9005"
"14.10.2021 06:00 - 14.10.2021 06:15","9242","9416"
"14.10.2021 06:15 - 14.10.2021 06:30","9539","9605"
"14.10.2021 06:30 - 14.10.2021 06:45","9811","9875"
"14.10.2021 06:45 - 14.10.2021 07:00","10104","10188"
"14.10.2021 07:00 - 14.10.2021 07:15","10519","10454"
"14.10.2021 07:15 - 14.10.2021 07:30","10714","10509"
"14.10.2021 07:30 - 14.10.2021 07:45","10857","10738"
"14.10.2021 07:45 - 14.10.2021 08:00","10860","10910"
"14.10.2021 08:00 - 14.10.2021 08:15","10847","10785"
"14.10.2021 08:15 - 14.10.2021 08:30","10893","10872"
"14.10.2021 08:30 - 14.10.2021 08:45","10984","10970"
"14.10.2021 08:45 - 14.10.2021 09:00","11059","10954"
"14.10.2021 09:00 - 14.10.2021 09:15","11041","10925"
"14.10.2021 09:15 - 14.10.2021 09:30","11067","10919"
"14.10.2021 09:30 - 14.10.2021 09:45","11067","10909"
"14.10.2021 09:45 - 14.10.2021 10:00","11053","10898"
"14.10.2021 10:00 - 14.10.2021 10:15","10954","10835"
"14.10.2021 10:15 - 14.10.2021 10:30","10880","10775"
"14.10.2021 10:30 - 14.10.2021 10:45","10908","10752"
"14.10.2021 10:45 - 14.10.2021 11:00","10902","10739"
"14.10.2021 11:00 - 14.10.2021 11:15","10914","10709"
"14.10.2021 11:15 - 14.10.2021 11:30","10912","10671"
"14.10.2021 11:30 - 14.10.2021 11:45","10968","10747"
"14.10.2021 11:45 - 14.10.2021 12:00","10932","10799"
"14.10.2021 12:00 - 14.10.2021 12:15","10804","10615"
"14.10.2021 12:15 - 14.10.2021 12:30","10675","10525"
"14.10.2021 12:30 - 14.10.2021 12:45","10623","10467"
"14.10.2021 12:45 - 14.10.2021 13:00","10578","10533"
"14.10.2021 13:00 - 14.10.2021 13:15","10587","10527"
"14.10.2021 13:15 - 14.10.2021 13:30","10549","10594"
"14.10.2021 13:30 - 14.10.2021 13:45","10583","10494"
"14.10.2021 13:45 - 14.10.2021 14:00","10522","10470"
"14.10.2021 14:00 - 14.10.2021 14:15","10450","10560"
"14.10.2021 14:15 - 14.10.2021 14:30","10441","10515"
"14.10.2021 14:30 - 14.10.2021 14:45","10404","10430"
"14.10.2021 14:45 - 14.10.2021 15:00","10379","10417"
"14.10.2021 15:00 - 14.10.2021 15:15","10426","10505"
"14.10.2021 15:15 - 14.10.2021 15:30","10399","10530"
"14.10.2021 15:30 - 14.10.2021 15:45","10400","10512"
"14.10.2021 15:45 - 14.10.2021 16:00","10397","10536"
"14.10.2021 16:00 - 14.10.2021 16:15","10377","10591"
"14.10.2021 16:15 - 14.10.2021 16:30","10392","10643"
"14.10.2021 16:30 - 14.10.2021 16:45","10412","10456"
"14.10.2021 16:45 - 14.10.2021 17:00","10451","10483"
"14.10.2021 17:00 - 14.10.2021 17:15","10521","10250"
"14.10.2021 17:15 - 14.10.2021 17:30","10602","10358"
"14.10.2021 17:30 - 14.10.2021 17:45","10715","10527"
"14.10.2021 17:45 - 14.10.2021 18:00","10828","10759"
"14.10.2021 18:00 - 14.10.2021 18:15","10784","10821"
"14.10.2021 18:15 - 14.10.2021 18:30","10842","10894"
"14.10.2021 18:30 - 14.10.2021 18:45","10899","11059"
"14.10.2021 18:45 - 14.10.2021 19:00","10905","11087"
"14.10.2021 19:00 - 14.10.2021 19:15","10956","11279"
"14.10.2021 19:15 - 14.10.2021 19:30","10980","11338"
"14.10.2021 19:30 - 14.10.2021 19:45","11041","11229"
"14.10.2021 19:45 - 14.10.2021 20:00","11042","11117"
"14.10.2021 20:00 - 14.10.2021 20:15","10895","11009"
"14.10.2021 20:15 - 14.10.2021 20:30","10753","10760"
"14.10.2021 20:30 - 14.10.2021 20:45","10635","10554"
"14.10.2021 20:45 - 14.10.2021 21:00","10480","10429"
"14.10.2021 21:00 - 14.10.2021 21:15","10336","10228"
"14.10.2021 21:15 - 14.10.2021 21:30","10165","10142"
"14.10.2021 21:30 - 14.10.2021 21:45","10047","9994"
"14.10.2021 21:45 - 14.10.2021 22:00","9866","9843"
"14.10.2021 22:00 - 14.10.2021 22:15","9837","9841"
"14.10.2021 22:15 - 14.10.2021 22:30","9845","9727"
"14.10.2021 22:30 - 14.10.2021 22:45","9799","9921"
"14.10.2021 22:45 - 14.10.2021 23:00","9725","9785"
"14.10.2021 23:00 - 14.10.2021 23:15","9620","9710"
"14.10.2021 23:15 - 14.10.2021 23:30","9493","9492"
"14.10.2021 23:30 - 14.10.2021 23:45","9336","9411"
"14.10.2021 23:45 - 15.10.2021 00:00","9191","9253"
"15.10.2021 00:00 - 15.10.2021 00:15","8932","9209"
"15.10.2021 00:15 - 15.10.2021 00:30","8797","8856"
"15.10.2021 00:30 - 15.10.2021 00:45","8662","8775"
"15.10.2021 00:45 - 15.10.2021 01:00","8535","8723"
"15.10.2021 01:00 - 15.10.2021 01:15","8434","8608"
"15.10.2021 01:15 - 15.10.2021 01:30","8313","8423"
"15.10.2021 01:30 - 15.10.2021 01:45","8227","8350"
"15.10.2021 01:45 - 15.10.2021 02:00","8145","8221"
"15.10.2021 02:00 - 15.10.2021 02:15","8145","8183"
"15.10.2021 02:15 - 15.10.2021 02:30","8095","8183"
"15.10.2021 02:30 - 15.10.2021 02:45","8083","8156"
"15.10.2021 02:45 - 15.10.2021 03:00","8054","8061"
"15.10.2021 03:00 - 15.10.2021 03:15","7994","8030"
"15.10.2021 03:15 - 15.10.2021 03:30","7980","7960"
"15.10.2021 03:30 - 15.10.2021 03:45","7960","7987"
"15.10.2021 03:45 - 15.10.2021 04:00","8024","8072"
"15.10.2021 04:00 - 15.10.2021 04:15","8038","8044"
"15.10.2021 04:15 - 15.10.2021 04:30","8073","8169"
"15.10.2021 04:30 - 15.10.2021 04:45","8103","8242"
"15.10.2021 04:45 - 15.10.2021 05:00","8156","8252"
"15.10.2021 05:00 - 15.10.2021 05:15","8330","8534"
"15.10.2021 05:15 - 15.10.2021 05:30","8435","8597"
"15.10.2021 05:30 - 15.10.2021 05:45","8575","8675"
"15.10.2021 05:45 - 15.10.2021 06:00","8720","8853"
"15.10.2021 06:00 - 15.10.2021 06:15","9132","9164"
"15.10.2021 06:15 - 15.10.2021 06:30","9427","9598"
"15.10.2021 06:30 - 15.10.2021 06:45","9695","9749"
"15.10.2021 06:45 - 15.10.2021 07:00","9985","9977"
"15.10.2021 07:00 - 15.10.2021 07:15","10301","10313"
"15.10.2021 07:15 - 15.10.2021 07:30","10498","10617"
"15.10.2021 07:30 - 15.10.2021 07:45","10659","10736"
"15.10.2021 07:45 - 15.10.2021 08:00","10649","10812"
"15.10.2021 08:00 - 15.10.2021 08:15","10646","10866"
"15.10.2021 08:15 - 15.10.2021 08:30","10692","10892"
"15.10.2021 08:30 - 15.10.2021 08:45","10775","10976"
"15.10.2021 08:45 - 15.10.2021 09:00","10843","11049"
"15.10.2021 09:00 - 15.10.2021 09:15","10822","11107"
"15.10.2021 09:15 - 15.10.2021 09:30","10836","11143"
"15.10.2021 09:30 - 15.10.2021 09:45","10842","11206"
"15.10.2021 09:45 - 15.10.2021 10:00","10821","11177"
"15.10.2021 10:00 - 15.10.2021 10:15","10689","11192"
"15.10.2021 10:15 - 15.10.2021 10:30","10611","11133"
"15.10.2021 10:30 - 15.10.2021 10:45","10645","11097"
"15.10.2021 10:45 - 15.10.2021 11:00","10639","11040"
"15.10.2021 11:00 - 15.10.2021 11:15","10645","11087"
"15.10.2021 11:15 - 15.10.2021 11:30","10639","11164"
"15.10.2021 11:30 - 15.10.2021 11:45","10678","11107"
"15.10.2021 11:45 - 15.10.2021 12:00","10635","11190"
"15.10.2021 12:00 - 15.10.2021 12:15","10396","11111"
"15.10.2021 12:15 - 15.10.2021 12:30","10269","10955"
"15.10.2021 12:30 - 15.10.2021 12:45","10220","11008"
"15.10.2021 12:45 - 15.10.2021 13:00","10181","11117"
"15.10.2021 13:00 - 15.10.2021 13:15","10054","11161"
"15.10.2021 13:15 - 15.10.2021 13:30","10023","11104"
"15.10.2021 13:30 - 15.10.2021 13:45","10050","10969"
"15.10.2021 13:45 - 15.10.2021 14:00","10005","10757"
"15.10.2021 14:00 - 15.10.2021 14:15","9903","10739"
"15.10.2021 14:15 - 15.10.2021 14:30","9874","10708"
"15.10.2021 14:30 - 15.10.2021 14:45","9842","10661"
"15.10.2021 14:45 - 15.10.2021 15:00","9817","10759"
"15.10.2021 15:00 - 15.10.2021 15:15","9776","10771"
"15.10.2021 15:15 - 15.10.2021 15:30","9752","10604"
"15.10.2021 15:30 - 15.10.2021 15:45","9760","10453"
"15.10.2021 15:45 - 15.10.2021 16:00","9760","10324"
"15.10.2021 16:00 - 15.10.2021 16:15","9799","10439"
"15.10.2021 16:15 - 15.10.2021 16:30","9813","10406"
"15.10.2021 16:30 - 15.10.2021 16:45","9819","10324"
"15.10.2021 16:45 - 15.10.2021 17:00","9855","10400"
"15.10.2021 17:00 - 15.10.2021 17:15","9929","10324"
"15.10.2021 17:15 - 15.10.2021 17:30","10012","10394"
"15.10.2021 17:30 - 15.10.2021 17:45","10112","10425"
"15.10.2021 17:45 - 15.10.2021 18:00","10224","10481"
"15.10.2021 18:00 - 15.10.2021 18:15","10233","10596"
"15.10.2021 18:15 - 15.10.2021 18:30","10284","10580"
"15.10.2021 18:30 - 15.10.2021 18:45","10352","10665"
"15.10.2021 18:45 - 15.10.2021 19:00","10366","10739"
"15.10.2021 19:00 - 15.10.2021 19:15","10433","10764"
"15.10.2021 19:15 - 15.10.2021 19:30","10463","10769"
"15.10.2021 19:30 - 15.10.2021 19:45","10507","10793"
"15.10.2021 19:45 - 15.10.2021 20:00","10485","10774"
"15.10.2021 20:00 - 15.10.2021 20:15","10396","10598"
"15.10.2021 20:15 - 15.10.2021 20:30","10264","10400"
"15.10.2021 20:30 - 15.10.2021 20:45","10146","10353"
"15.10.2021 20:45 - 15.10.2021 21:00","9992","10198"
"15.10.2021 21:00 - 15.10.2021 21:15","9871","9968"
"15.10.2021 21:15 - 15.10.2021 21:30","9712","9839"
"15.10.2021 21:30 - 15.10.2021 21:45","9605","9794"
"15.10.2021 21:45 - 15.10.2021 22:00","9436","9639"
"15.10.2021 22:00 - 15.10.2021 22:15","9497","9606"
"15.10.2021 22:15 - 15.10.2021 22:30","9507","9637"
"15.10.2021 22:30 - 15.10.2021 22:45","9462","9657"
"15.10.2021 22:45 - 15.10.2021 23:00","9384","9657"
"15.10.2021 23:00 - 15.10.2021 23:15","9369","9607"
"15.10.2021 23:15 - 15.10.2021 23:30","9251","9505"
"15.10.2021 23:30 - 15.10.2021 23:45","9099","9438"
"15.10.2021 23:45 - 16.10.2021 00:00","8951","9241"
"16.10.2021 00:00 - 16.10.2021 00:15","8804","9189"
"16.10.2021 00:15 - 16.10.2021 00:30","8643","9072"
"16.10.2021 00:30 - 16.10.2021 00:45","8509","8769"
"16.10.2021 00:45 - 16.10.2021 01:00","8387","8743"
"16.10.2021 01:00 - 16.10.2021 01:15","8280","8701"
"16.10.2021 01:15 - 16.10.2021 01:30","8152","8632"
"16.10.2021 01:30 - 16.10.2021 01:45","8074","8404"
"16.10.2021 01:45 - 16.10.2021 02:00","7991","8326"
"16.10.2021 02:00 - 16.10.2021 02:15","7950","8268"
"16.10.2021 02:15 - 16.10.2021 02:30","7905","8149"
"16.10.2021 02:30 - 16.10.2021 02:45","7893","8145"
"16.10.2021 02:45 - 16.10.2021 03:00","7799","8152"
"16.10.2021 03:00 - 16.10.2021 03:15","7814","8116"
"16.10.2021 03:15 - 16.10.2021 03:30","7775","7981"
"16.10.2021 03:30 - 16.10.2021 03:45","7733","8078"
"16.10.2021 03:45 - 16.10.2021 04:00","7771","8112"
"16.10.2021 04:00 - 16.10.2021 04:15","7781","8112"
"16.10.2021 04:15 - 16.10.2021 04:30","7726","8108"
"16.10.2021 04:30 - 16.10.2021 04:45","7642","7972"
"16.10.2021 04:45 - 16.10.2021 05:00","7673","7955"
"16.10.2021 05:00 - 16.10.2021 05:15","7797","7918"
"16.10.2021 05:15 - 16.10.2021 05:30","7827","7912"
"16.10.2021 05:30 - 16.10.2021 05:45","7854","8007"
"16.10.2021 05:45 - 16.10.2021 06:00","7903","8033"
"16.10.2021 06:00 - 16.10.2021 06:15","8059","8201"
"16.10.2021 06:15 - 16.10.2021 06:30","8175","8332"
"16.10.2021 06:30 - 16.10.2021 06:45","8250","8427"
