"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"05.01.2016 11:30 - 05.01.2016 11:45","11580","12203"
"05.01.2016 11:45 - 05.01.2016 12:00","11609","12172"
"05.01.2016 12:00 - 05.01.2016 12:15","11588","12044"
"05.01.2016 12:15 - 05.01.2016 12:30","11497","11928"
"05.01.2016 12:30 - 05.01.2016 12:45","11447","11924"
"05.01.2016 12:45 - 05.01.2016 13:00","11409","11987"
"05.01.2016 13:00 - 05.01.2016 13:15","11612","11914"
"05.01.2016 13:15 - 05.01.2016 13:30","11513","11910"
"05.01.2016 13:30 - 05.01.2016 13:45","11521","11966"
"05.01.2016 13:45 - 05.01.2016 14:00","11460","11950"
"05.01.2016 14:00 - 05.01.2016 14:15","11491","11921"
"05.01.2016 14:15 - 05.01.2016 14:30","11467","11888"
"05.01.2016 14:30 - 05.01.2016 14:45","11447","11858"
"05.01.2016 14:45 - 05.01.2016 15:00","11428","11917"
"05.01.2016 15:00 - 05.01.2016 15:15","11444","11929"
"05.01.2016 15:15 - 05.01.2016 15:30","11446","11981"
"05.01.2016 15:30 - 05.01.2016 15:45","11461","11914"
"05.01.2016 15:45 - 05.01.2016 16:00","11449","11840"
"05.01.2016 16:00 - 05.01.2016 16:15","11320","11970"
"05.01.2016 16:15 - 05.01.2016 16:30","11372","11987"
"05.01.2016 16:30 - 05.01.2016 16:45","11495","12070"
"05.01.2016 16:45 - 05.01.2016 17:00","11791","12168"
"05.01.2016 17:00 - 05.01.2016 17:15","11878","12323"
"05.01.2016 17:15 - 05.01.2016 17:30","12052","12646"
"05.01.2016 17:30 - 05.01.2016 17:45","12187","12755"
"05.01.2016 17:45 - 05.01.2016 18:00","12243","12915"
"05.01.2016 18:00 - 05.01.2016 18:15","12248","12713"
"05.01.2016 18:15 - 05.01.2016 18:30","12167","12596"
"05.01.2016 18:30 - 05.01.2016 18:45","12068","12601"
"05.01.2016 18:45 - 05.01.2016 19:00","11942","12497"
"05.01.2016 19:00 - 05.01.2016 19:15","11895","12337"
"05.01.2016 19:15 - 05.01.2016 19:30","11740","12104"
"05.01.2016 19:30 - 05.01.2016 19:45","11605","11896"
"05.01.2016 19:45 - 05.01.2016 20:00","11477","11832"
"05.01.2016 20:00 - 05.01.2016 20:15","11290","11660"
"05.01.2016 20:15 - 05.01.2016 20:30","11141","11513"
"05.01.2016 20:30 - 05.01.2016 20:45","10997","11255"
"05.01.2016 20:45 - 05.01.2016 21:00","10870","10995"
"05.01.2016 21:00 - 05.01.2016 21:15","10721","10913"
"05.01.2016 21:15 - 05.01.2016 21:30","10652","10783"
"05.01.2016 21:30 - 05.01.2016 21:45","10539","10634"
"05.01.2016 21:45 - 05.01.2016 22:00","10462","10444"
"05.01.2016 22:00 - 05.01.2016 22:15","10601","10518"
"05.01.2016 22:15 - 05.01.2016 22:30","10809","10711"
"05.01.2016 22:30 - 05.01.2016 22:45","10860","10747"
"05.01.2016 22:45 - 05.01.2016 23:00","10819","10644"
"05.01.2016 23:00 - 05.01.2016 23:15","10860","10732"
"05.01.2016 23:15 - 05.01.2016 23:30","10758","10696"
"05.01.2016 23:30 - 05.01.2016 23:45","10587","10515"
"05.01.2016 23:45 - 06.01.2016 00:00","10416","10301"
"06.01.2016 00:00 - 06.01.2016 00:15","10456","10170"
"06.01.2016 00:15 - 06.01.2016 00:30","10237","9955"
"06.01.2016 00:30 - 06.01.2016 00:45","9984","9789"
"06.01.2016 00:45 - 06.01.2016 01:00","9794","9661"
"06.01.2016 01:00 - 06.01.2016 01:15","9502","9445"
"06.01.2016 01:15 - 06.01.2016 01:30","9327","9375"
"06.01.2016 01:30 - 06.01.2016 01:45","9193","9208"
"06.01.2016 01:45 - 06.01.2016 02:00","9014","9207"
"06.01.2016 02:00 - 06.01.2016 02:15","8959","9111"
"06.01.2016 02:15 - 06.01.2016 02:30","8854","9093"
"06.01.2016 02:30 - 06.01.2016 02:45","8808","8954"
"06.01.2016 02:45 - 06.01.2016 03:00","8760","8838"
"06.01.2016 03:00 - 06.01.2016 03:15","8647","8911"
"06.01.2016 03:15 - 06.01.2016 03:30","8601","8836"
"06.01.2016 03:30 - 06.01.2016 03:45","8614","8774"
"06.01.2016 03:45 - 06.01.2016 04:00","8615","8824"
"06.01.2016 04:00 - 06.01.2016 04:15","8678","8832"
"06.01.2016 04:15 - 06.01.2016 04:30","8673","8860"
"06.01.2016 04:30 - 06.01.2016 04:45","8713","8925"
"06.01.2016 04:45 - 06.01.2016 05:00","8781","8895"
"06.01.2016 05:00 - 06.01.2016 05:15","8935","9070"
"06.01.2016 05:15 - 06.01.2016 05:30","9001","9134"
"06.01.2016 05:30 - 06.01.2016 05:45","9132","9287"
"06.01.2016 05:45 - 06.01.2016 06:00","9253","9472"
"06.01.2016 06:00 - 06.01.2016 06:15","9568","9852"
"06.01.2016 06:15 - 06.01.2016 06:30","9758","10131"
"06.01.2016 06:30 - 06.01.2016 06:45","9936","10370"
"06.01.2016 06:45 - 06.01.2016 07:00","10042","10642"
"06.01.2016 07:00 - 06.01.2016 07:15","10141","10889"
"06.01.2016 07:15 - 06.01.2016 07:30","10333","11159"
"06.01.2016 07:30 - 06.01.2016 07:45","10560","11400"
"06.01.2016 07:45 - 06.01.2016 08:00","10755","11569"
"06.01.2016 08:00 - 06.01.2016 08:15","10942","11710"
"06.01.2016 08:15 - 06.01.2016 08:30","11172","11862"
"06.01.2016 08:30 - 06.01.2016 08:45","11168","11907"
"06.01.2016 08:45 - 06.01.2016 09:00","11180","11857"
"06.01.2016 09:00 - 06.01.2016 09:15","11273","11938"
"06.01.2016 09:15 - 06.01.2016 09:30","11318","12007"
"06.01.2016 09:30 - 06.01.2016 09:45","11402","12060"
"06.01.2016 09:45 - 06.01.2016 10:00","11479","12095"
"06.01.2016 10:00 - 06.01.2016 10:15","11539","12003"
"06.01.2016 10:15 - 06.01.2016 10:30","11552","12000"
"06.01.2016 10:30 - 06.01.2016 10:45","11559","11999"
"06.01.2016 10:45 - 06.01.2016 11:00","11570","12079"
"06.01.2016 11:00 - 06.01.2016 11:15","11639","12097"
"06.01.2016 11:15 - 06.01.2016 11:30","11674","12067"
"06.01.2016 11:30 - 06.01.2016 11:45","11714","12085"
"06.01.2016 11:45 - 06.01.2016 12:00","11743","12164"
"06.01.2016 12:00 - 06.01.2016 12:15","11727","11934"
"06.01.2016 12:15 - 06.01.2016 12:30","11635","11911"
"06.01.2016 12:30 - 06.01.2016 12:45","11584","11859"
"06.01.2016 12:45 - 06.01.2016 13:00","11546","11903"
"06.01.2016 13:00 - 06.01.2016 13:15","11754","11985"
"06.01.2016 13:15 - 06.01.2016 13:30","11653","11946"
"06.01.2016 13:30 - 06.01.2016 13:45","11662","11920"
"06.01.2016 13:45 - 06.01.2016 14:00","11601","11799"
"06.01.2016 14:00 - 06.01.2016 14:15","11631","11703"
"06.01.2016 14:15 - 06.01.2016 14:30","11606","11761"
"06.01.2016 14:30 - 06.01.2016 14:45","11586","11734"
"06.01.2016 14:45 - 06.01.2016 15:00","11567","11653"
"06.01.2016 15:00 - 06.01.2016 15:15","11583","11726"
"06.01.2016 15:15 - 06.01.2016 15:30","11585","11713"
"06.01.2016 15:30 - 06.01.2016 15:45","11600","11703"
"06.01.2016 15:45 - 06.01.2016 16:00","11588","11759"
"06.01.2016 16:00 - 06.01.2016 16:15","11447","11715"
"06.01.2016 16:15 - 06.01.2016 16:30","11500","11659"
"06.01.2016 16:30 - 06.01.2016 16:45","11625","11665"
"06.01.2016 16:45 - 06.01.2016 17:00","11924","11864"
"06.01.2016 17:00 - 06.01.2016 17:15","12016","12022"
"06.01.2016 17:15 - 06.01.2016 17:30","12192","12218"
"06.01.2016 17:30 - 06.01.2016 17:45","12329","12460"
"06.01.2016 17:45 - 06.01.2016 18:00","12386","12501"
"06.01.2016 18:00 - 06.01.2016 18:15","12395","12441"
"06.01.2016 18:15 - 06.01.2016 18:30","12314","12348"
"06.01.2016 18:30 - 06.01.2016 18:45","12213","12285"
"06.01.2016 18:45 - 06.01.2016 19:00","12086","12194"
"06.01.2016 19:00 - 06.01.2016 19:15","12042","12071"
"06.01.2016 19:15 - 06.01.2016 19:30","11886","11922"
"06.01.2016 19:30 - 06.01.2016 19:45","11749","11847"
"06.01.2016 19:45 - 06.01.2016 20:00","11619","11711"
"06.01.2016 20:00 - 06.01.2016 20:15","11430","11389"
"06.01.2016 20:15 - 06.01.2016 20:30","11280","11224"
"06.01.2016 20:30 - 06.01.2016 20:45","11134","11112"
"06.01.2016 20:45 - 06.01.2016 21:00","11005","10953"
"06.01.2016 21:00 - 06.01.2016 21:15","10861","10859"
"06.01.2016 21:15 - 06.01.2016 21:30","10790","10660"
"06.01.2016 21:30 - 06.01.2016 21:45","10676","10511"
"06.01.2016 21:45 - 06.01.2016 22:00","10598","10478"
"06.01.2016 22:00 - 06.01.2016 22:15","10745","10643"
"06.01.2016 22:15 - 06.01.2016 22:30","10956","10756"
"06.01.2016 22:30 - 06.01.2016 22:45","11008","10738"
"06.01.2016 22:45 - 06.01.2016 23:00","10966","10749"
"06.01.2016 23:00 - 06.01.2016 23:15","11009","10868"
"06.01.2016 23:15 - 06.01.2016 23:30","10905","10641"
"06.01.2016 23:30 - 06.01.2016 23:45","10732","10448"
"06.01.2016 23:45 - 07.01.2016 00:00","10559","10222"
"07.01.2016 00:00 - 07.01.2016 00:15","10126","10109"
"07.01.2016 00:15 - 07.01.2016 00:30","9914","9862"
"07.01.2016 00:30 - 07.01.2016 00:45","9696","9783"
"07.01.2016 00:45 - 07.01.2016 01:00","9534","9609"
"07.01.2016 01:00 - 07.01.2016 01:15","9439","9602"
"07.01.2016 01:15 - 07.01.2016 01:30","9261","9347"
"07.01.2016 01:30 - 07.01.2016 01:45","9146","9206"
"07.01.2016 01:45 - 07.01.2016 02:00","8970","9153"
"07.01.2016 02:00 - 07.01.2016 02:15","8964","9060"
"07.01.2016 02:15 - 07.01.2016 02:30","8889","9013"
"07.01.2016 02:30 - 07.01.2016 02:45","8829","8860"
"07.01.2016 02:45 - 07.01.2016 03:00","8782","8797"
"07.01.2016 03:00 - 07.01.2016 03:15","8760","8779"
"07.01.2016 03:15 - 07.01.2016 03:30","8723","8795"
"07.01.2016 03:30 - 07.01.2016 03:45","8730","8768"
"07.01.2016 03:45 - 07.01.2016 04:00","8735","8759"
"07.01.2016 04:00 - 07.01.2016 04:15","8804","8691"
"07.01.2016 04:15 - 07.01.2016 04:30","8801","8794"
"07.01.2016 04:30 - 07.01.2016 04:45","8841","8814"
"07.01.2016 04:45 - 07.01.2016 05:00","8924","8864"
"07.01.2016 05:00 - 07.01.2016 05:15","9154","8997"
"07.01.2016 05:15 - 07.01.2016 05:30","9236","9109"
"07.01.2016 05:30 - 07.01.2016 05:45","9369","9124"
"07.01.2016 05:45 - 07.01.2016 06:00","9504","9298"
"07.01.2016 06:00 - 07.01.2016 06:15","10138","9788"
"07.01.2016 06:15 - 07.01.2016 06:30","10366","10106"
"07.01.2016 06:30 - 07.01.2016 06:45","10572","10330"
"07.01.2016 06:45 - 07.01.2016 07:00","10708","10532"
"07.01.2016 07:00 - 07.01.2016 07:15","11103","10817"
"07.01.2016 07:15 - 07.01.2016 07:30","11315","11090"
"07.01.2016 07:30 - 07.01.2016 07:45","11578","11366"
"07.01.2016 07:45 - 07.01.2016 08:00","11772","11452"
"07.01.2016 08:00 - 07.01.2016 08:15","11627","11588"
"07.01.2016 08:15 - 07.01.2016 08:30","11827","11693"
"07.01.2016 08:30 - 07.01.2016 08:45","11808","11764"
"07.01.2016 08:45 - 07.01.2016 09:00","11814","11707"
"07.01.2016 09:00 - 07.01.2016 09:15","11579","11729"
"07.01.2016 09:15 - 07.01.2016 09:30","11622","11641"
"07.01.2016 09:30 - 07.01.2016 09:45","11708","11781"
"07.01.2016 09:45 - 07.01.2016 10:00","11787","11800"
"07.01.2016 10:00 - 07.01.2016 10:15","11647","11846"
"07.01.2016 10:15 - 07.01.2016 10:30","11647","11779"
"07.01.2016 10:30 - 07.01.2016 10:45","11672","11783"
"07.01.2016 10:45 - 07.01.2016 11:00","11692","11827"
"07.01.2016 11:00 - 07.01.2016 11:15","11742","11963"
"07.01.2016 11:15 - 07.01.2016 11:30","11787","12062"
"07.01.2016 11:30 - 07.01.2016 11:45","11810","12184"
"07.01.2016 11:45 - 07.01.2016 12:00","11821","12153"
"07.01.2016 12:00 - 07.01.2016 12:15","11664","11920"
"07.01.2016 12:15 - 07.01.2016 12:30","11596","11806"
"07.01.2016 12:30 - 07.01.2016 12:45","11539","11804"
"07.01.2016 12:45 - 07.01.2016 13:00","11508","11742"
"07.01.2016 13:00 - 07.01.2016 13:15","11593","11783"
"07.01.2016 13:15 - 07.01.2016 13:30","11517","11837"
"07.01.2016 13:30 - 07.01.2016 13:45","11528","11796"
"07.01.2016 13:45 - 07.01.2016 14:00","11479","11831"
"07.01.2016 14:00 - 07.01.2016 14:15","11486","11721"
"07.01.2016 14:15 - 07.01.2016 14:30","11460","11775"
"07.01.2016 14:30 - 07.01.2016 14:45","11442","11652"
"07.01.2016 14:45 - 07.01.2016 15:00","11436","11635"
"07.01.2016 15:00 - 07.01.2016 15:15","11488","11654"
"07.01.2016 15:15 - 07.01.2016 15:30","11499","11559"
"07.01.2016 15:30 - 07.01.2016 15:45","11501","11570"
"07.01.2016 15:45 - 07.01.2016 16:00","11479","11659"
"07.01.2016 16:00 - 07.01.2016 16:15","11592","11594"
"07.01.2016 16:15 - 07.01.2016 16:30","11636","11572"
"07.01.2016 16:30 - 07.01.2016 16:45","11753","11715"
"07.01.2016 16:45 - 07.01.2016 17:00","12001","11880"
"07.01.2016 17:00 - 07.01.2016 17:15","12235","11983"
"07.01.2016 17:15 - 07.01.2016 17:30","12442","12249"
"07.01.2016 17:30 - 07.01.2016 17:45","12579","12343"
"07.01.2016 17:45 - 07.01.2016 18:00","12655","12461"
"07.01.2016 18:00 - 07.01.2016 18:15","12512","12336"
"07.01.2016 18:15 - 07.01.2016 18:30","12422","12317"
"07.01.2016 18:30 - 07.01.2016 18:45","12347","12138"
"07.01.2016 18:45 - 07.01.2016 19:00","12227","12164"
"07.01.2016 19:00 - 07.01.2016 19:15","12103","11976"
"07.01.2016 19:15 - 07.01.2016 19:30","11925","11846"
"07.01.2016 19:30 - 07.01.2016 19:45","11772","11707"
"07.01.2016 19:45 - 07.01.2016 20:00","11658","11542"
"07.01.2016 20:00 - 07.01.2016 20:15","11505","11367"
"07.01.2016 20:15 - 07.01.2016 20:30","11357","11229"
"07.01.2016 20:30 - 07.01.2016 20:45","11190","10978"
"07.01.2016 20:45 - 07.01.2016 21:00","11037","10838"
"07.01.2016 21:00 - 07.01.2016 21:15","10842","10601"
"07.01.2016 21:15 - 07.01.2016 21:30","10759","10464"
"07.01.2016 21:30 - 07.01.2016 21:45","10638","10341"
"07.01.2016 21:45 - 07.01.2016 22:00","10538","10232"
"07.01.2016 22:00 - 07.01.2016 22:15","10554","10376"
"07.01.2016 22:15 - 07.01.2016 22:30","10766","10516"
"07.01.2016 22:30 - 07.01.2016 22:45","10823","10621"
"07.01.2016 22:45 - 07.01.2016 23:00","10775","10728"
"07.01.2016 23:00 - 07.01.2016 23:15","10743","10755"
"07.01.2016 23:15 - 07.01.2016 23:30","10660","10753"
"07.01.2016 23:30 - 07.01.2016 23:45","10491","10451"
"07.01.2016 23:45 - 08.01.2016 00:00","10312","10433"
"08.01.2016 00:00 - 08.01.2016 00:15","10049","10213"
"08.01.2016 00:15 - 08.01.2016 00:30","9837","10080"
"08.01.2016 00:30 - 08.01.2016 00:45","9655","9849"
"08.01.2016 00:45 - 08.01.2016 01:00","9497","9678"
"08.01.2016 01:00 - 08.01.2016 01:15","9737","9668"
"08.01.2016 01:15 - 08.01.2016 01:30","9569","9425"
"08.01.2016 01:30 - 08.01.2016 01:45","9471","9396"
"08.01.2016 01:45 - 08.01.2016 02:00","9325","9303"
"08.01.2016 02:00 - 08.01.2016 02:15","9320","9177"
"08.01.2016 02:15 - 08.01.2016 02:30","9216","9156"
"08.01.2016 02:30 - 08.01.2016 02:45","9125","9081"
"08.01.2016 02:45 - 08.01.2016 03:00","9066","9006"
"08.01.2016 03:00 - 08.01.2016 03:15","9079","8968"
"08.01.2016 03:15 - 08.01.2016 03:30","8990","8927"
"08.01.2016 03:30 - 08.01.2016 03:45","8976","8935"
"08.01.2016 03:45 - 08.01.2016 04:00","8928","8942"
"08.01.2016 04:00 - 08.01.2016 04:15","9042","8980"
"08.01.2016 04:15 - 08.01.2016 04:30","9028","8936"
"08.01.2016 04:30 - 08.01.2016 04:45","9028","9015"
"08.01.2016 04:45 - 08.01.2016 05:00","9039","9015"
"08.01.2016 05:00 - 08.01.2016 05:15","9380","9220"
"08.01.2016 05:15 - 08.01.2016 05:30","9409","9403"
"08.01.2016 05:30 - 08.01.2016 05:45","9454","9575"
"08.01.2016 05:45 - 08.01.2016 06:00","9499","9765"
"08.01.2016 06:00 - 08.01.2016 06:15","10272","10250"
"08.01.2016 06:15 - 08.01.2016 06:30","10435","10605"
"08.01.2016 06:30 - 08.01.2016 06:45","10573","10944"
"08.01.2016 06:45 - 08.01.2016 07:00","10646","11349"
"08.01.2016 07:00 - 08.01.2016 07:15","11240","11438"
"08.01.2016 07:15 - 08.01.2016 07:30","11368","11604"
"08.01.2016 07:30 - 08.01.2016 07:45","11485","11864"
"08.01.2016 07:45 - 08.01.2016 08:00","11556","12044"
"08.01.2016 08:00 - 08.01.2016 08:15","11615","12215"
"08.01.2016 08:15 - 08.01.2016 08:30","11742","12331"
"08.01.2016 08:30 - 08.01.2016 08:45","11773","12274"
"08.01.2016 08:45 - 08.01.2016 09:00","11831","12158"
"08.01.2016 09:00 - 08.01.2016 09:15","11627","12230"
"08.01.2016 09:15 - 08.01.2016 09:30","11719","12294"
"08.01.2016 09:30 - 08.01.2016 09:45","11824","12327"
"08.01.2016 09:45 - 08.01.2016 10:00","11879","12274"
"08.01.2016 10:00 - 08.01.2016 10:15","11643","12292"
"08.01.2016 10:15 - 08.01.2016 10:30","11737","12154"
"08.01.2016 10:30 - 08.01.2016 10:45","11812","12079"
"08.01.2016 10:45 - 08.01.2016 11:00","11866","12015"
"08.01.2016 11:00 - 08.01.2016 11:15","11765","12029"
"08.01.2016 11:15 - 08.01.2016 11:30","11825","12061"
"08.01.2016 11:30 - 08.01.2016 11:45","11884","12118"
"08.01.2016 11:45 - 08.01.2016 12:00","11915","12010"
"08.01.2016 12:00 - 08.01.2016 12:15","11660","11746"
"08.01.2016 12:15 - 08.01.2016 12:30","11635","11727"
"08.01.2016 12:30 - 08.01.2016 12:45","11624","11708"
"08.01.2016 12:45 - 08.01.2016 13:00","11580","11674"
"08.01.2016 13:00 - 08.01.2016 13:15","11709","11644"
"08.01.2016 13:15 - 08.01.2016 13:30","11653","11589"
"08.01.2016 13:30 - 08.01.2016 13:45","11613","11540"
"08.01.2016 13:45 - 08.01.2016 14:00","11562","11540"
"08.01.2016 14:00 - 08.01.2016 14:15","11582","11404"
"08.01.2016 14:15 - 08.01.2016 14:30","11554","11378"
"08.01.2016 14:30 - 08.01.2016 14:45","11503","11377"
"08.01.2016 14:45 - 08.01.2016 15:00","11469","11257"
"08.01.2016 15:00 - 08.01.2016 15:15","11486","11347"
"08.01.2016 15:15 - 08.01.2016 15:30","11456","11245"
"08.01.2016 15:30 - 08.01.2016 15:45","11461","11271"
"08.01.2016 15:45 - 08.01.2016 16:00","11441","11289"
"08.01.2016 16:00 - 08.01.2016 16:15","11124","11357"
"08.01.2016 16:15 - 08.01.2016 16:30","11177","11382"
"08.01.2016 16:30 - 08.01.2016 16:45","11263","11360"
"08.01.2016 16:45 - 08.01.2016 17:00","11402","11554"
"08.01.2016 17:00 - 08.01.2016 17:15","11550","11745"
"08.01.2016 17:15 - 08.01.2016 17:30","11730","12165"
"08.01.2016 17:30 - 08.01.2016 17:45","11844","12287"
"08.01.2016 17:45 - 08.01.2016 18:00","11926","12389"
"08.01.2016 18:00 - 08.01.2016 18:15","11888","12468"
"08.01.2016 18:15 - 08.01.2016 18:30","11904","12418"
"08.01.2016 18:30 - 08.01.2016 18:45","11847","12375"
"08.01.2016 18:45 - 08.01.2016 19:00","11800","12232"
"08.01.2016 19:00 - 08.01.2016 19:15","11502","12025"
"08.01.2016 19:15 - 08.01.2016 19:30","11416","11893"
"08.01.2016 19:30 - 08.01.2016 19:45","11353","11748"
"08.01.2016 19:45 - 08.01.2016 20:00","11269","11520"
"08.01.2016 20:00 - 08.01.2016 20:15","10961","11330"
"08.01.2016 20:15 - 08.01.2016 20:30","10888","11147"
"08.01.2016 20:30 - 08.01.2016 20:45","10821","11033"
"08.01.2016 20:45 - 08.01.2016 21:00","10709","10850"
"08.01.2016 21:00 - 08.01.2016 21:15","10428","10728"
"08.01.2016 21:15 - 08.01.2016 21:30","10403","10557"
"08.01.2016 21:30 - 08.01.2016 21:45","10310","10539"
"08.01.2016 21:45 - 08.01.2016 22:00","10229","10450"
"08.01.2016 22:00 - 08.01.2016 22:15","10508","10580"
"08.01.2016 22:15 - 08.01.2016 22:30","10642","10804"
"08.01.2016 22:30 - 08.01.2016 22:45","10662","10849"
"08.01.2016 22:45 - 08.01.2016 23:00","10593","10850"
"08.01.2016 23:00 - 08.01.2016 23:15","10853","11022"
"08.01.2016 23:15 - 08.01.2016 23:30","10719","10827"
"08.01.2016 23:30 - 08.01.2016 23:45","10535","10728"
"08.01.2016 23:45 - 09.01.2016 00:00","10393","10484"
"09.01.2016 00:00 - 09.01.2016 00:15","10082","10314"
"09.01.2016 00:15 - 09.01.2016 00:30","9877","10160"
"09.01.2016 00:30 - 09.01.2016 00:45","9712","9870"
"09.01.2016 00:45 - 09.01.2016 01:00","9566","9724"
"09.01.2016 01:00 - 09.01.2016 01:15","9248","9646"
"09.01.2016 01:15 - 09.01.2016 01:30","9088","9461"
"09.01.2016 01:30 - 09.01.2016 01:45","8995","9380"
"09.01.2016 01:45 - 09.01.2016 02:00","8857","9270"
"09.01.2016 02:00 - 09.01.2016 02:15","8775","9221"
"09.01.2016 02:15 - 09.01.2016 02:30","8677","9068"
"09.01.2016 02:30 - 09.01.2016 02:45","8591","8945"
"09.01.2016 02:45 - 09.01.2016 03:00","8536","8964"
"09.01.2016 03:00 - 09.01.2016 03:15","8483","8898"
"09.01.2016 03:15 - 09.01.2016 03:30","8401","8874"
"09.01.2016 03:30 - 09.01.2016 03:45","8387","8729"
"09.01.2016 03:45 - 09.01.2016 04:00","8343","8601"
"09.01.2016 04:00 - 09.01.2016 04:15","8271","8641"
"09.01.2016 04:15 - 09.01.2016 04:30","8258","8590"
"09.01.2016 04:30 - 09.01.2016 04:45","8258","8703"
"09.01.2016 04:45 - 09.01.2016 05:00","8268","8620"
"09.01.2016 05:00 - 09.01.2016 05:15","8290","8628"
"09.01.2016 05:15 - 09.01.2016 05:30","8315","8626"
"09.01.2016 05:30 - 09.01.2016 05:45","8355","8620"
"09.01.2016 05:45 - 09.01.2016 06:00","8395","8632"
"09.01.2016 06:00 - 09.01.2016 06:15","8436","8748"
"09.01.2016 06:15 - 09.01.2016 06:30","8570","8779"
"09.01.2016 06:30 - 09.01.2016 06:45","8683","8902"
"09.01.2016 06:45 - 09.01.2016 07:00","8743","8860"
"09.01.2016 07:00 - 09.01.2016 07:15","8758","8919"
"09.01.2016 07:15 - 09.01.2016 07:30","8858","9057"
"09.01.2016 07:30 - 09.01.2016 07:45","8950","9222"
"09.01.2016 07:45 - 09.01.2016 08:00","9004","9383"
"09.01.2016 08:00 - 09.01.2016 08:15","9398","9688"
"09.01.2016 08:15 - 09.01.2016 08:30","9500","9832"
"09.01.2016 08:30 - 09.01.2016 08:45","9525","9891"
"09.01.2016 08:45 - 09.01.2016 09:00","9572","10088"
"09.01.2016 09:00 - 09.01.2016 09:15","9822","10251"
"09.01.2016 09:15 - 09.01.2016 09:30","9900","10366"
"09.01.2016 09:30 - 09.01.2016 09:45","9988","10322"
"09.01.2016 09:45 - 09.01.2016 10:00","10035","10379"
"09.01.2016 10:00 - 09.01.2016 10:15","10092","10519"
"09.01.2016 10:15 - 09.01.2016 10:30","10173","10616"
"09.01.2016 10:30 - 09.01.2016 10:45","10238","10576"
"09.01.2016 10:45 - 09.01.2016 11:00","10285","10625"
"09.01.2016 11:00 - 09.01.2016 11:15","10288","10649"
"09.01.2016 11:15 - 09.01.2016 11:30","10341","10630"
"09.01.2016 11:30 - 09.01.2016 11:45","10392","10726"
"09.01.2016 11:45 - 09.01.2016 12:00","10419","10712"
"09.01.2016 12:00 - 09.01.2016 12:15","10417","10652"
"09.01.2016 12:15 - 09.01.2016 12:30","10395","10732"
"09.01.2016 12:30 - 09.01.2016 12:45","10385","10736"
"09.01.2016 12:45 - 09.01.2016 13:00","10346","10700"
"09.01.2016 13:00 - 09.01.2016 13:15","10315","10627"
"09.01.2016 13:15 - 09.01.2016 13:30","10266","10579"
"09.01.2016 13:30 - 09.01.2016 13:45","10231","10457"
"09.01.2016 13:45 - 09.01.2016 14:00","10186","10395"
"09.01.2016 14:00 - 09.01.2016 14:15","10031","10366"
"09.01.2016 14:15 - 09.01.2016 14:30","10007","10227"
"09.01.2016 14:30 - 09.01.2016 14:45","9963","10191"
"09.01.2016 14:45 - 09.01.2016 15:00","9934","10301"
"09.01.2016 15:00 - 09.01.2016 15:15","9959","10264"
"09.01.2016 15:15 - 09.01.2016 15:30","9933","10282"
"09.01.2016 15:30 - 09.01.2016 15:45","9937","10208"
"09.01.2016 15:45 - 09.01.2016 16:00","9919","10137"
"09.01.2016 16:00 - 09.01.2016 16:15","9891","10193"
"09.01.2016 16:15 - 09.01.2016 16:30","9939","10191"
"09.01.2016 16:30 - 09.01.2016 16:45","10015","10233"
"09.01.2016 16:45 - 09.01.2016 17:00","10138","10439"
"09.01.2016 17:00 - 09.01.2016 17:15","10455","10537"
"09.01.2016 17:15 - 09.01.2016 17:30","10617","10862"
"09.01.2016 17:30 - 09.01.2016 17:45","10721","11004"
"09.01.2016 17:45 - 09.01.2016 18:00","10795","11094"
"09.01.2016 18:00 - 09.01.2016 18:15","10853","11132"
"09.01.2016 18:15 - 09.01.2016 18:30","10867","11127"
"09.01.2016 18:30 - 09.01.2016 18:45","10815","11084"
"09.01.2016 18:45 - 09.01.2016 19:00","10773","11039"
"09.01.2016 19:00 - 09.01.2016 19:15","10585","10786"
"09.01.2016 19:15 - 09.01.2016 19:30","10506","10697"
"09.01.2016 19:30 - 09.01.2016 19:45","10448","10554"
"09.01.2016 19:45 - 09.01.2016 20:00","10371","10427"
