"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","30.11.2016 18:00 - 30.11.2016 19:00 (CET)","73","n/e","n/e","4124","0","0","n/e","n/e","n/e","756","","16","n/e","n/e","3971","708","n/e","0","205","215","270"
"Belgium (BE)","30.11.2016 19:00 - 30.11.2016 20:00 (CET)","70","n/e","n/e","4193","0","0","n/e","n/e","n/e","627","","13","n/e","n/e","3971","732","n/e","0","205","212","283"
"Belgium (BE)","30.11.2016 20:00 - 30.11.2016 21:00 (CET)","71","n/e","n/e","4028","0","0","n/e","n/e","n/e","98","","3","n/e","n/e","3971","743","n/e","0","206","221","268"
"Belgium (BE)","30.11.2016 21:00 - 30.11.2016 22:00 (CET)","71","n/e","n/e","3981","0","0","n/e","n/e","n/e","50","17","2","n/e","n/e","3973","726","n/e","0","206","282","285"
"Belgium (BE)","30.11.2016 22:00 - 30.11.2016 23:00 (CET)","73","n/e","n/e","3642","0","0","n/e","n/e","n/e","29","0","4","n/e","n/e","3974","661","n/e","0","208","278","316"
"Belgium (BE)","30.11.2016 23:00 - 01.12.2016 00:00 (CET)","75","n/e","n/e","3696","0","0","n/e","n/e","n/e","38","21","7","n/e","n/e","3973","647","n/e","0","205","259","292"
"Belgium (BE)","01.12.2016 00:00 - 01.12.2016 01:00 (CET)","75","n/e","n/e","3782","0","0","n/e","n/e","n/e","","899","10","n/e","n/e","3972","626","n/e","0","204","265","271"
"Belgium (BE)","01.12.2016 01:00 - 01.12.2016 02:00 (CET)","83","n/e","n/e","3930","0","0","n/e","n/e","n/e","","941","14","n/e","n/e","3972","662","n/e","0","197","244","301"
"Belgium (BE)","01.12.2016 02:00 - 01.12.2016 03:00 (CET)","92","n/e","n/e","3884","0","0","n/e","n/e","n/e","","941","15","n/e","n/e","3971","672","n/e","0","199","237","302"
"Belgium (BE)","01.12.2016 03:00 - 01.12.2016 04:00 (CET)","124","n/e","n/e","3796","0","0","n/e","n/e","n/e","","959","15","n/e","n/e","3970","675","n/e","0","198","221","276"
"Belgium (BE)","01.12.2016 04:00 - 01.12.2016 05:00 (CET)","122","n/e","n/e","3864","0","0","n/e","n/e","n/e","","935","14","n/e","n/e","3971","651","n/e","0","199","232","280"
"Belgium (BE)","01.12.2016 05:00 - 01.12.2016 06:00 (CET)","124","n/e","n/e","3697","0","0","n/e","n/e","n/e","","838","14","n/e","n/e","3971","670","n/e","0","199","275","266"
"Belgium (BE)","01.12.2016 06:00 - 01.12.2016 07:00 (CET)","183","n/e","n/e","3992","0","0","n/e","n/e","n/e","16","250","13","n/e","n/e","3970","683","n/e","0","198","264","300"
"Belgium (BE)","01.12.2016 07:00 - 01.12.2016 08:00 (CET)","256","n/e","n/e","4145","0","0","n/e","n/e","n/e","610","","10","n/e","n/e","3969","744","n/e","0","189","225","318"
"Belgium (BE)","01.12.2016 08:00 - 01.12.2016 09:00 (CET)","254","n/e","n/e","4210","0","0","n/e","n/e","n/e","705","","6","n/e","n/e","3971","756","n/e","3","170","229","320"
"Belgium (BE)","01.12.2016 09:00 - 01.12.2016 10:00 (CET)","257","n/e","n/e","4218","0","0","n/e","n/e","n/e","522","","6","n/e","n/e","3969","757","n/e","73","175","200","284"
"Belgium (BE)","01.12.2016 10:00 - 01.12.2016 11:00 (CET)","258","n/e","n/e","4177","0","0","n/e","n/e","n/e","177","","6","n/e","n/e","3969","753","n/e","190","176","142","248"
"Belgium (BE)","01.12.2016 11:00 - 01.12.2016 12:00 (CET)","258","n/e","n/e","4057","0","0","n/e","n/e","n/e","175","","6","n/e","n/e","3966","740","n/e","275","178","176","200"
"Belgium (BE)","01.12.2016 12:00 - 01.12.2016 13:00 (CET)","256","n/e","n/e","4082","0","0","n/e","n/e","n/e","108","","6","n/e","n/e","3966","719","n/e","268","184","177","181"
"Belgium (BE)","01.12.2016 13:00 - 01.12.2016 14:00 (CET)","253","n/e","n/e","4129","0","0","n/e","n/e","n/e","24","0","7","n/e","n/e","3965","738","n/e","186","185","188","170"
"Belgium (BE)","01.12.2016 14:00 - 01.12.2016 15:00 (CET)","253","n/e","n/e","4112","0","0","n/e","n/e","n/e","143","","9","n/e","n/e","3964","744","n/e","99","188","161","145"
"Belgium (BE)","01.12.2016 15:00 - 01.12.2016 16:00 (CET)","258","n/e","n/e","4137","0","0","n/e","n/e","n/e","115","","11","n/e","n/e","3965","745","n/e","36","186","157","131"
"Belgium (BE)","01.12.2016 16:00 - 01.12.2016 17:00 (CET)","279","n/e","n/e","4272","0","0","n/e","n/e","n/e","343","","10","n/e","n/e","3971","727","n/e","4","193","195","130"
"Belgium (BE)","01.12.2016 17:00 - 01.12.2016 18:00 (CET)","279","n/e","n/e","4278","0","0","n/e","n/e","n/e","665","","9","n/e","n/e","3970","724","n/e","0","204","200","139"
"Belgium (BE)","01.12.2016 18:00 - 01.12.2016 19:00 (CET)","276","n/e","n/e","4288","0","0","n/e","n/e","n/e","720","","7","n/e","n/e","3969","736","n/e","0","200","193","174"
"Belgium (BE)","01.12.2016 19:00 - 01.12.2016 20:00 (CET)","274","n/e","n/e","4269","0","0","n/e","n/e","n/e","408","","5","n/e","n/e","3969","741","n/e","0","201","202","182"
"Belgium (BE)","01.12.2016 20:00 - 01.12.2016 21:00 (CET)","278","n/e","n/e","4099","0","0","n/e","n/e","n/e","12","107","12","n/e","n/e","3969","716","n/e","0","198","202","179"
"Belgium (BE)","01.12.2016 21:00 - 01.12.2016 22:00 (CET)","273","n/e","n/e","3965","0","0","n/e","n/e","n/e","","260","19","n/e","n/e","3968","672","n/e","0","192","193","162"
"Belgium (BE)","01.12.2016 22:00 - 01.12.2016 23:00 (CET)","276","n/e","n/e","3988","0","0","n/e","n/e","n/e","","174","17","n/e","n/e","3967","629","n/e","0","190","151","152"
"Belgium (BE)","01.12.2016 23:00 - 02.12.2016 00:00 (CET)","276","n/e","n/e","3945","0","0","n/e","n/e","n/e","","170","9","n/e","n/e","3969","649","n/e","0","190","102","150"
"Belgium (BE)","02.12.2016 00:00 - 02.12.2016 01:00 (CET)","280","n/e","n/e","3892","0","0","n/e","n/e","n/e","","820","6","n/e","n/e","3968","628","n/e","0","191","139","155"
"Belgium (BE)","02.12.2016 01:00 - 02.12.2016 02:00 (CET)","280","n/e","n/e","3514","0","0","n/e","n/e","n/e","","971","5","n/e","n/e","3964","586","n/e","0","188","152","162"
"Belgium (BE)","02.12.2016 02:00 - 02.12.2016 03:00 (CET)","281","n/e","n/e","3423","0","0","n/e","n/e","n/e","","950","5","n/e","n/e","3964","607","n/e","0","192","124","162"
"Belgium (BE)","02.12.2016 03:00 - 02.12.2016 04:00 (CET)","279","n/e","n/e","3341","0","0","n/e","n/e","n/e","","985","6","n/e","n/e","3965","614","n/e","0","189","91","155"
"Belgium (BE)","02.12.2016 04:00 - 02.12.2016 05:00 (CET)","280","n/e","n/e","3505","0","0","n/e","n/e","n/e","","934","7","n/e","n/e","3966","617","n/e","0","190","110","156"
"Belgium (BE)","02.12.2016 05:00 - 02.12.2016 06:00 (CET)","278","n/e","n/e","3715","0","0","n/e","n/e","n/e","","818","10","n/e","n/e","3967","621","n/e","0","192","143","136"
"Belgium (BE)","02.12.2016 06:00 - 02.12.2016 07:00 (CET)","278","n/e","n/e","3790","0","0","n/e","n/e","n/e","","51","13","n/e","n/e","3965","679","n/e","0","190","222","138"
"Belgium (BE)","02.12.2016 07:00 - 02.12.2016 08:00 (CET)","277","n/e","n/e","4176","0","0","n/e","n/e","n/e","172","0","16","n/e","n/e","3961","743","n/e","0","189","139","130"
"Belgium (BE)","02.12.2016 08:00 - 02.12.2016 09:00 (CET)","282","n/e","n/e","4248","0","0","n/e","n/e","n/e","619","","15","n/e","n/e","3962","769","n/e","5","187","148","124"
"Belgium (BE)","02.12.2016 09:00 - 02.12.2016 10:00 (CET)","280","n/e","n/e","4243","0","0","n/e","n/e","n/e","792","","6","n/e","n/e","3964","767","n/e","80","179","160","107"
"Belgium (BE)","02.12.2016 10:00 - 02.12.2016 11:00 (CET)","281","n/e","n/e","4172","0","0","n/e","n/e","n/e","506","","7","n/e","n/e","3963","749","n/e","192","176","133","82"
"Belgium (BE)","02.12.2016 11:00 - 02.12.2016 12:00 (CET)","279","n/e","n/e","3917","0","0","n/e","n/e","n/e","25","0","9","n/e","n/e","3959","748","n/e","278","179","183","75"
"Belgium (BE)","02.12.2016 12:00 - 02.12.2016 13:00 (CET)","277","n/e","n/e","3964","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3959","714","n/e","312","187","98","65"
"Belgium (BE)","02.12.2016 13:00 - 02.12.2016 14:00 (CET)","275","n/e","n/e","3884","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3955","717","n/e","284","182","110","68"
"Belgium (BE)","02.12.2016 14:00 - 02.12.2016 15:00 (CET)","275","n/e","n/e","3977","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3955","732","n/e","171","185","81","70"
"Belgium (BE)","02.12.2016 15:00 - 02.12.2016 16:00 (CET)","281","n/e","n/e","3827","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3958","711","n/e","75","185","161","59"
"Belgium (BE)","02.12.2016 16:00 - 02.12.2016 17:00 (CET)","277","n/e","n/e","3886","0","0","n/e","n/e","n/e","35","0","9","n/e","n/e","3959","692","n/e","9","186","138","62"
"Belgium (BE)","02.12.2016 17:00 - 02.12.2016 18:00 (CET)","277","n/e","n/e","4211","0","0","n/e","n/e","n/e","839","","9","n/e","n/e","3958","710","n/e","0","182","90","91"
"Belgium (BE)","02.12.2016 18:00 - 02.12.2016 19:00 (CET)","278","n/e","n/e","4272","0","0","n/e","n/e","n/e","876","","8","n/e","n/e","3958","722","n/e","0","188","54","93"
"Belgium (BE)","02.12.2016 19:00 - 02.12.2016 20:00 (CET)","280","n/e","n/e","4233","0","0","n/e","n/e","n/e","362","","10","n/e","n/e","3959","722","n/e","0","197","77","123"
"Belgium (BE)","02.12.2016 20:00 - 02.12.2016 21:00 (CET)","277","n/e","n/e","4111","0","0","n/e","n/e","n/e","8","0","10","n/e","n/e","3961","681","n/e","0","203","107","149"
"Belgium (BE)","02.12.2016 21:00 - 02.12.2016 22:00 (CET)","279","n/e","n/e","3818","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3962","663","n/e","0","201","112","136"
"Belgium (BE)","02.12.2016 22:00 - 02.12.2016 23:00 (CET)","275","n/e","n/e","3910","0","0","n/e","n/e","n/e","70","0","10","n/e","n/e","3962","633","n/e","0","200","103","117"
"Belgium (BE)","02.12.2016 23:00 - 03.12.2016 00:00 (CET)","278","n/e","n/e","3750","0","0","n/e","n/e","n/e","4","92","10","n/e","n/e","3962","648","n/e","0","200","153","131"
"Belgium (BE)","03.12.2016 00:00 - 03.12.2016 01:00 (CET)","278","n/e","n/e","3687","0","0","n/e","n/e","n/e","171","","10","n/e","n/e","3965","584","n/e","0","202","123","108"
"Belgium (BE)","03.12.2016 01:00 - 03.12.2016 02:00 (CET)","276","n/e","n/e","3345","0","0","n/e","n/e","n/e","","43","10","n/e","n/e","3966","573","n/e","0","201","117","118"
"Belgium (BE)","03.12.2016 02:00 - 03.12.2016 03:00 (CET)","279","n/e","n/e","3180","0","0","n/e","n/e","n/e","","349","9","n/e","n/e","3966","568","n/e","0","202","93","130"
"Belgium (BE)","03.12.2016 03:00 - 03.12.2016 04:00 (CET)","276","n/e","n/e","3346","0","0","n/e","n/e","n/e","","597","9","n/e","n/e","3965","570","n/e","0","202","78","112"
"Belgium (BE)","03.12.2016 04:00 - 03.12.2016 05:00 (CET)","278","n/e","n/e","3320","0","0","n/e","n/e","n/e","","595","9","n/e","n/e","3967","575","n/e","0","202","92","101"
"Belgium (BE)","03.12.2016 05:00 - 03.12.2016 06:00 (CET)","277","n/e","n/e","3392","0","0","n/e","n/e","n/e","","432","9","n/e","n/e","3969","608","n/e","0","202","103","112"
"Belgium (BE)","03.12.2016 06:00 - 03.12.2016 07:00 (CET)","282","n/e","n/e","3389","0","0","n/e","n/e","n/e","","272","9","n/e","n/e","3969","637","n/e","0","201","93","101"
"Belgium (BE)","03.12.2016 07:00 - 03.12.2016 08:00 (CET)","281","n/e","n/e","3455","0","0","n/e","n/e","n/e","141","","9","n/e","n/e","3969","674","n/e","0","200","95","98"
"Belgium (BE)","03.12.2016 08:00 - 03.12.2016 09:00 (CET)","281","n/e","n/e","3690","0","0","n/e","n/e","n/e","264","","6","n/e","n/e","3968","734","n/e","11","202","86","121"
"Belgium (BE)","03.12.2016 09:00 - 03.12.2016 10:00 (CET)","282","n/e","n/e","3656","0","0","n/e","n/e","n/e","210","","5","n/e","n/e","3967","757","n/e","150","196","87","125"
"Belgium (BE)","03.12.2016 10:00 - 03.12.2016 11:00 (CET)","283","n/e","n/e","3619","0","0","n/e","n/e","n/e","263","","6","n/e","n/e","3969","758","n/e","383","197","112","103"
"Belgium (BE)","03.12.2016 11:00 - 03.12.2016 12:00 (CET)","280","n/e","n/e","3562","0","0","n/e","n/e","n/e","31","0","7","n/e","n/e","3970","755","n/e","666","197","143","76"
"Belgium (BE)","03.12.2016 12:00 - 03.12.2016 13:00 (CET)","280","n/e","n/e","3395","0","0","n/e","n/e","n/e","","17","8","n/e","n/e","3970","734","n/e","885","200","176","88"
"Belgium (BE)","03.12.2016 13:00 - 03.12.2016 14:00 (CET)","280","n/e","n/e","3360","0","0","n/e","n/e","n/e","","195","10","n/e","n/e","3971","661","n/e","838","200","181","107"
"Belgium (BE)","03.12.2016 14:00 - 03.12.2016 15:00 (CET)","276","n/e","n/e","3375","0","0","n/e","n/e","n/e","","220","11","n/e","n/e","3968","654","n/e","538","198","191","120"
"Belgium (BE)","03.12.2016 15:00 - 03.12.2016 16:00 (CET)","281","n/e","n/e","3445","0","0","n/e","n/e","n/e","23","7","16","n/e","n/e","3970","676","n/e","214","199","190","134"
"Belgium (BE)","03.12.2016 16:00 - 03.12.2016 17:00 (CET)","278","n/e","n/e","3504","0","0","n/e","n/e","n/e","131","","15","n/e","n/e","3971","705","n/e","20","200","192","145"
"Belgium (BE)","03.12.2016 17:00 - 03.12.2016 18:00 (CET)","279","n/e","n/e","3527","0","0","n/e","n/e","n/e","247","","11","n/e","n/e","3970","704","n/e","0","201","209","231"
"Belgium (BE)","03.12.2016 18:00 - 03.12.2016 19:00 (CET)","279","n/e","n/e","3542","0","0","n/e","n/e","n/e","312","","8","n/e","n/e","3970","650","n/e","0","203","188","318"
"Belgium (BE)","03.12.2016 19:00 - 03.12.2016 20:00 (CET)","279","n/e","n/e","3593","0","0","n/e","n/e","n/e","291","","8","n/e","n/e","3970","651","n/e","0","198","194","355"
"Belgium (BE)","03.12.2016 20:00 - 03.12.2016 21:00 (CET)","281","n/e","n/e","3546","0","0","n/e","n/e","n/e","80","0","9","n/e","n/e","3969","628","n/e","0","199","190","333"
"Belgium (BE)","03.12.2016 21:00 - 03.12.2016 22:00 (CET)","278","n/e","n/e","3445","0","0","n/e","n/e","n/e","","1","9","n/e","n/e","3969","608","n/e","0","198","196","274"
"Belgium (BE)","03.12.2016 22:00 - 03.12.2016 23:00 (CET)","281","n/e","n/e","3443","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3970","574","n/e","0","200","188","296"
"Belgium (BE)","03.12.2016 23:00 - 04.12.2016 00:00 (CET)","252","n/e","n/e","3324","0","0","n/e","n/e","n/e","","1","10","n/e","n/e","3972","618","n/e","0","200","204","321"
"Belgium (BE)","04.12.2016 00:00 - 04.12.2016 01:00 (CET)","212","n/e","n/e","2956","0","0","n/e","n/e","n/e","","2","10","n/e","n/e","3972","528","n/e","0","200","228","346"
"Belgium (BE)","04.12.2016 01:00 - 04.12.2016 02:00 (CET)","214","n/e","n/e","2531","0","0","n/e","n/e","n/e","","165","9","n/e","n/e","3972","492","n/e","0","199","264","364"
"Belgium (BE)","04.12.2016 02:00 - 04.12.2016 03:00 (CET)","214","n/e","n/e","2420","0","0","n/e","n/e","n/e","","598","9","n/e","n/e","3971","495","n/e","0","201","335","396"
"Belgium (BE)","04.12.2016 03:00 - 04.12.2016 04:00 (CET)","216","n/e","n/e","2361","0","0","n/e","n/e","n/e","","865","9","n/e","n/e","3971","504","n/e","0","202","407","454"
"Belgium (BE)","04.12.2016 04:00 - 04.12.2016 05:00 (CET)","212","n/e","n/e","2320","0","0","n/e","n/e","n/e","","859","9","n/e","n/e","3972","498","n/e","0","202","410","448"
"Belgium (BE)","04.12.2016 05:00 - 04.12.2016 06:00 (CET)","204","n/e","n/e","2389","0","0","n/e","n/e","n/e","","853","9","n/e","n/e","3973","502","n/e","0","200","399","453"
"Belgium (BE)","04.12.2016 06:00 - 04.12.2016 07:00 (CET)","205","n/e","n/e","2401","0","0","n/e","n/e","n/e","","740","9","n/e","n/e","3972","520","n/e","0","200","434","447"
"Belgium (BE)","04.12.2016 07:00 - 04.12.2016 08:00 (CET)","191","n/e","n/e","2431","0","0","n/e","n/e","n/e","","676","10","n/e","n/e","3971","534","n/e","0","200","494","424"
"Belgium (BE)","04.12.2016 08:00 - 04.12.2016 09:00 (CET)","174","n/e","n/e","2568","0","0","n/e","n/e","n/e","","139","11","n/e","n/e","3973","565","n/e","10","200","417","445"
"Belgium (BE)","04.12.2016 09:00 - 04.12.2016 10:00 (CET)","172","n/e","n/e","2699","0","0","n/e","n/e","n/e","20","","11","n/e","n/e","3975","597","n/e","166","196","299","425"
"Belgium (BE)","04.12.2016 10:00 - 04.12.2016 11:00 (CET)","184","n/e","n/e","2776","0","0","n/e","n/e","n/e","46","","11","n/e","n/e","3974","630","n/e","509","199","214","346"
"Belgium (BE)","04.12.2016 11:00 - 04.12.2016 12:00 (CET)","205","n/e","n/e","2699","0","0","n/e","n/e","n/e","221","","10","n/e","n/e","3973","632","n/e","877","199","219","253"
"Belgium (BE)","04.12.2016 12:00 - 04.12.2016 13:00 (CET)","207","n/e","n/e","2581","0","0","n/e","n/e","n/e","108","","9","n/e","n/e","3972","632","n/e","1017","201","258","185"
"Belgium (BE)","04.12.2016 13:00 - 04.12.2016 14:00 (CET)","208","n/e","n/e","2602","0","0","n/e","n/e","n/e","91","","9","n/e","n/e","3970","606","n/e","889","201","245","144"
"Belgium (BE)","04.12.2016 14:00 - 04.12.2016 15:00 (CET)","214","n/e","n/e","2556","0","0","n/e","n/e","n/e","41","0","8","n/e","n/e","3969","585","n/e","561","200","253","143"
"Belgium (BE)","04.12.2016 15:00 - 04.12.2016 16:00 (CET)","273","n/e","n/e","2773","0","0","n/e","n/e","n/e","56","0","8","n/e","n/e","3969","605","n/e","218","202","280","162"
"Belgium (BE)","04.12.2016 16:00 - 04.12.2016 17:00 (CET)","274","n/e","n/e","3199","0","0","n/e","n/e","n/e","24","0","7","n/e","n/e","3970","635","n/e","18","201","277","198"
"Belgium (BE)","04.12.2016 17:00 - 04.12.2016 18:00 (CET)","272","n/e","n/e","3525","0","0","n/e","n/e","n/e","536","","7","n/e","n/e","3972","637","n/e","0","199","330","271"
"Belgium (BE)","04.12.2016 18:00 - 04.12.2016 19:00 (CET)","276","n/e","n/e","3503","0","0","n/e","n/e","n/e","727","","7","n/e","n/e","3972","639","n/e","0","198","342","294"
"Belgium (BE)","04.12.2016 19:00 - 04.12.2016 20:00 (CET)","278","n/e","n/e","3491","0","0","n/e","n/e","n/e","227","","7","n/e","n/e","3970","649","n/e","0","200","309","258"
"Belgium (BE)","04.12.2016 20:00 - 04.12.2016 21:00 (CET)","278","n/e","n/e","3530","0","0","n/e","n/e","n/e","256","","7","n/e","n/e","3970","646","n/e","0","201","200","239"
"Belgium (BE)","04.12.2016 21:00 - 04.12.2016 22:00 (CET)","278","n/e","n/e","3581","0","0","n/e","n/e","n/e","117","","8","n/e","n/e","3971","640","n/e","0","199","160","210"
"Belgium (BE)","04.12.2016 22:00 - 04.12.2016 23:00 (CET)","279","n/e","n/e","3644","0","0","n/e","n/e","n/e","250","","9","n/e","n/e","3971","638","n/e","0","201","114","197"
"Belgium (BE)","04.12.2016 23:00 - 05.12.2016 00:00 (CET)","279","n/e","n/e","3334","0","0","n/e","n/e","n/e","4","1","10","n/e","n/e","3971","628","n/e","0","199","91","199"
"Belgium (BE)","05.12.2016 00:00 - 05.12.2016 01:00 (CET)","281","n/e","n/e","2952","0","0","n/e","n/e","n/e","","283","12","n/e","n/e","3971","690","n/e","0","200","32","188"
"Belgium (BE)","05.12.2016 01:00 - 05.12.2016 02:00 (CET)","280","n/e","n/e","2921","0","0","n/e","n/e","n/e","","693","12","n/e","n/e","3972","690","n/e","0","195","8","174"
"Belgium (BE)","05.12.2016 02:00 - 05.12.2016 03:00 (CET)","277","n/e","n/e","2895","0","0","n/e","n/e","n/e","","958","13","n/e","n/e","3972","683","n/e","0","189","5","148"
"Belgium (BE)","05.12.2016 03:00 - 05.12.2016 04:00 (CET)","279","n/e","n/e","2767","0","0","n/e","n/e","n/e","","867","12","n/e","n/e","3967","668","n/e","0","195","","135"
"Belgium (BE)","05.12.2016 04:00 - 05.12.2016 05:00 (CET)","278","n/e","n/e","2773","0","0","n/e","n/e","n/e","","935","9","n/e","n/e","3965","662","n/e","0","196","","132"
"Belgium (BE)","05.12.2016 05:00 - 05.12.2016 06:00 (CET)","278","n/e","n/e","3165","0","0","n/e","n/e","n/e","","723","9","n/e","n/e","3971","663","n/e","0","195","","132"
"Belgium (BE)","05.12.2016 06:00 - 05.12.2016 07:00 (CET)","275","n/e","n/e","3353","0","0","n/e","n/e","n/e","509","0","9","n/e","n/e","3970","711","n/e","0","199","10","137"
"Belgium (BE)","05.12.2016 07:00 - 05.12.2016 08:00 (CET)","277","n/e","n/e","3573","0","0","n/e","n/e","n/e","741","","10","n/e","n/e","3971","740","n/e","0","196","19","137"
"Belgium (BE)","05.12.2016 08:00 - 05.12.2016 09:00 (CET)","275","n/e","n/e","3742","0","0","n/e","n/e","n/e","828","","12","n/e","n/e","3972","747","n/e","10","199","8","128"
"Belgium (BE)","05.12.2016 09:00 - 05.12.2016 10:00 (CET)","277","n/e","n/e","3782","0","0","n/e","n/e","n/e","244","","15","n/e","n/e","3981","757","n/e","174","194","7","110"
"Belgium (BE)","05.12.2016 10:00 - 05.12.2016 11:00 (CET)","283","n/e","n/e","3562","0","0","n/e","n/e","n/e","65","55","12","n/e","n/e","3977","751","n/e","490","193","34","93"
"Belgium (BE)","05.12.2016 11:00 - 05.12.2016 12:00 (CET)","296","n/e","n/e","3455","0","0","n/e","n/e","n/e","","348","6","n/e","n/e","3974","703","n/e","790","194","34","86"
"Belgium (BE)","05.12.2016 12:00 - 05.12.2016 13:00 (CET)","285","n/e","n/e","3519","0","0","n/e","n/e","n/e","","251","7","n/e","n/e","3971","675","n/e","924","191","18","64"
"Belgium (BE)","05.12.2016 13:00 - 05.12.2016 14:00 (CET)","278","n/e","n/e","3605","0","0","n/e","n/e","n/e","46","38","8","n/e","n/e","3967","695","n/e","798","192","1","48"
"Belgium (BE)","05.12.2016 14:00 - 05.12.2016 15:00 (CET)","276","n/e","n/e","3622","0","0","n/e","n/e","n/e","35","0","7","n/e","n/e","3966","718","n/e","495","195","0","33"
"Belgium (BE)","05.12.2016 15:00 - 05.12.2016 16:00 (CET)","276","n/e","n/e","3805","0","0","n/e","n/e","n/e","96","","7","n/e","n/e","3966","716","n/e","194","195","4","30"
"Belgium (BE)","05.12.2016 16:00 - 05.12.2016 17:00 (CET)","277","n/e","n/e","3884","0","0","n/e","n/e","n/e","196","","8","n/e","n/e","3965","733","n/e","18","199","9","34"
"Belgium (BE)","05.12.2016 17:00 - 05.12.2016 18:00 (CET)","274","n/e","n/e","3948","0","0","n/e","n/e","n/e","859","","9","n/e","n/e","3966","747","n/e","0","199","13","33"
"Belgium (BE)","05.12.2016 18:00 - 05.12.2016 19:00 (CET)","275","n/e","n/e","3949","0","0","n/e","n/e","n/e","847","","9","n/e","n/e","3968","754","n/e","0","197","11","32"
"Belgium (BE)","05.12.2016 19:00 - 05.12.2016 20:00 (CET)","281","n/e","n/e","3918","0","0","n/e","n/e","n/e","442","","10","n/e","n/e","3968","749","n/e","0","199","4","27"
"Belgium (BE)","05.12.2016 20:00 - 05.12.2016 21:00 (CET)","279","n/e","n/e","3786","0","0","n/e","n/e","n/e","111","","10","n/e","n/e","3971","743","n/e","0","200","","31"
"Belgium (BE)","05.12.2016 21:00 - 05.12.2016 22:00 (CET)","280","n/e","n/e","3685","0","0","n/e","n/e","n/e","","125","10","n/e","n/e","3972","735","n/e","0","197","","39"
"Belgium (BE)","05.12.2016 22:00 - 05.12.2016 23:00 (CET)","279","n/e","n/e","3705","0","0","n/e","n/e","n/e","","81","9","n/e","n/e","3973","714","n/e","0","199","","38"
"Belgium (BE)","05.12.2016 23:00 - 06.12.2016 00:00 (CET)","278","n/e","n/e","3610","0","0","n/e","n/e","n/e","","45","10","n/e","n/e","3973","702","n/e","0","200","3","42"
"Belgium (BE)","06.12.2016 00:00 - 06.12.2016 01:00 (CET)","279","n/e","n/e","3659","0","0","n/e","n/e","n/e","","65","10","n/e","n/e","3972","708","n/e","0","201","2","48"
"Belgium (BE)","06.12.2016 01:00 - 06.12.2016 02:00 (CET)","281","n/e","n/e","3870","0","0","n/e","n/e","n/e","","301","9","n/e","n/e","3973","704","n/e","0","200","","48"
"Belgium (BE)","06.12.2016 02:00 - 06.12.2016 03:00 (CET)","283","n/e","n/e","4024","0","0","n/e","n/e","n/e","","907","10","n/e","n/e","3972","688","n/e","0","202","6","47"
"Belgium (BE)","06.12.2016 03:00 - 06.12.2016 04:00 (CET)","282","n/e","n/e","4050","0","0","n/e","n/e","n/e","","961","9","n/e","n/e","3972","693","n/e","0","196","4","47"
"Belgium (BE)","06.12.2016 04:00 - 06.12.2016 05:00 (CET)","281","n/e","n/e","4036","0","0","n/e","n/e","n/e","","951","9","n/e","n/e","3972","697","n/e","0","201","1","48"
"Belgium (BE)","06.12.2016 05:00 - 06.12.2016 06:00 (CET)","278","n/e","n/e","4027","0","0","n/e","n/e","n/e","","758","9","n/e","n/e","3972","683","n/e","0","201","0","46"
"Belgium (BE)","06.12.2016 06:00 - 06.12.2016 07:00 (CET)","273","n/e","n/e","4095","0","0","n/e","n/e","n/e","54","149","8","n/e","n/e","3973","738","n/e","0","200","7","54"
"Belgium (BE)","06.12.2016 07:00 - 06.12.2016 08:00 (CET)","271","n/e","n/e","4258","0","0","n/e","n/e","n/e","417","","7","n/e","n/e","3976","771","n/e","0","197","22","50"
"Belgium (BE)","06.12.2016 08:00 - 06.12.2016 09:00 (CET)","273","n/e","n/e","4325","0","4","n/e","n/e","n/e","618","","6","n/e","n/e","3977","759","n/e","11","194","35","53"
"Belgium (BE)","06.12.2016 09:00 - 06.12.2016 10:00 (CET)","274","n/e","n/e","4226","0","4","n/e","n/e","n/e","85","0","5","n/e","n/e","3971","703","n/e","162","190","41","62"
