"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","05.12.2015 14:00 - 05.12.2015 15:00 (CET)","349","n/e","n/e","2564","438","0","n/e","n/e","n/e","73","","37","n/e","n/e","3045","687","n/e","227","220","634","774"
"Belgium (BE)","05.12.2015 15:00 - 05.12.2015 16:00 (CET)","351","n/e","n/e","2398","442","0","n/e","n/e","n/e","3","0","35","n/e","n/e","3045","675","n/e","98","223","635","778"
"Belgium (BE)","05.12.2015 16:00 - 05.12.2015 17:00 (CET)","352","n/e","n/e","2452","430","0","n/e","n/e","n/e","17","0","34","n/e","n/e","3044","676","n/e","6","221","639","793"
"Belgium (BE)","05.12.2015 17:00 - 05.12.2015 18:00 (CET)","353","n/e","n/e","2777","431","0","n/e","n/e","n/e","362","","35","n/e","n/e","3044","682","n/e","0","222","639","806"
"Belgium (BE)","05.12.2015 18:00 - 05.12.2015 19:00 (CET)","351","n/e","n/e","3065","424","0","n/e","n/e","n/e","484","","36","n/e","n/e","3044","681","n/e","0","219","639","807"
"Belgium (BE)","05.12.2015 19:00 - 05.12.2015 20:00 (CET)","356","n/e","n/e","3020","427","0","n/e","n/e","n/e","883","","33","n/e","n/e","3045","685","n/e","0","220","636","807"
"Belgium (BE)","05.12.2015 20:00 - 05.12.2015 21:00 (CET)","354","n/e","n/e","2856","433","0","n/e","n/e","n/e","195","","29","n/e","n/e","3045","658","n/e","0","227","636","817"
"Belgium (BE)","05.12.2015 21:00 - 05.12.2015 22:00 (CET)","356","n/e","n/e","2601","435","0","n/e","n/e","n/e","1","0","28","n/e","n/e","3044","638","n/e","0","228","635","804"
"Belgium (BE)","05.12.2015 22:00 - 05.12.2015 23:00 (CET)","355","n/e","n/e","2512","439","0","n/e","n/e","n/e","193","","30","n/e","n/e","3045","579","n/e","0","233","636","801"
"Belgium (BE)","05.12.2015 23:00 - 06.12.2015 00:00 (CET)","351","n/e","n/e","2495","439","0","n/e","n/e","n/e","183","","33","n/e","n/e","3045","559","n/e","0","239","636","806"
"Belgium (BE)","06.12.2015 00:00 - 06.12.2015 01:00 (CET)","358","n/e","n/e","1950","424","0","n/e","n/e","n/e","","64","35","n/e","n/e","3047","527","n/e","0","234","636","800"
"Belgium (BE)","06.12.2015 01:00 - 06.12.2015 02:00 (CET)","301","n/e","n/e","1774","339","0","n/e","n/e","n/e","","131","35","n/e","n/e","3048","540","n/e","0","234","636","806"
"Belgium (BE)","06.12.2015 02:00 - 06.12.2015 03:00 (CET)","275","n/e","n/e","1722","257","0","n/e","n/e","n/e","","93","36","n/e","n/e","3048","504","n/e","0","236","636","800"
"Belgium (BE)","06.12.2015 03:00 - 06.12.2015 04:00 (CET)","274","n/e","n/e","1745","168","0","n/e","n/e","n/e","","519","37","n/e","n/e","3048","506","n/e","0","236","636","791"
"Belgium (BE)","06.12.2015 04:00 - 06.12.2015 05:00 (CET)","274","n/e","n/e","1708","161","0","n/e","n/e","n/e","","1024","35","n/e","n/e","3047","512","n/e","0","234","636","780"
"Belgium (BE)","06.12.2015 05:00 - 06.12.2015 06:00 (CET)","273","n/e","n/e","1683","150","0","n/e","n/e","n/e","","1062","33","n/e","n/e","3046","543","n/e","0","230","636","760"
"Belgium (BE)","06.12.2015 06:00 - 06.12.2015 07:00 (CET)","274","n/e","n/e","1703","148","0","n/e","n/e","n/e","","1006","33","n/e","n/e","3046","522","n/e","0","234","638","721"
"Belgium (BE)","06.12.2015 07:00 - 06.12.2015 08:00 (CET)","273","n/e","n/e","1714","148","0","n/e","n/e","n/e","","232","33","n/e","n/e","3046","545","n/e","0","241","637","735"
"Belgium (BE)","06.12.2015 08:00 - 06.12.2015 09:00 (CET)","275","n/e","n/e","1726","182","0","n/e","n/e","n/e","","97","34","n/e","n/e","3047","562","n/e","4","243","638","772"
"Belgium (BE)","06.12.2015 09:00 - 06.12.2015 10:00 (CET)","294","n/e","n/e","1836","192","0","n/e","n/e","n/e","","7","35","n/e","n/e","3046","580","n/e","81","245","637","776"
"Belgium (BE)","06.12.2015 10:00 - 06.12.2015 11:00 (CET)","348","n/e","n/e","2044","222","0","n/e","n/e","n/e","40","1","35","n/e","n/e","3046","614","n/e","202","236","638","757"
"Belgium (BE)","06.12.2015 11:00 - 06.12.2015 12:00 (CET)","349","n/e","n/e","2054","220","0","n/e","n/e","n/e","92","","36","n/e","n/e","3047","638","n/e","317","232","638","697"
"Belgium (BE)","06.12.2015 12:00 - 06.12.2015 13:00 (CET)","352","n/e","n/e","2045","221","0","n/e","n/e","n/e","320","","36","n/e","n/e","3044","663","n/e","363","238","638","746"
"Belgium (BE)","06.12.2015 13:00 - 06.12.2015 14:00 (CET)","352","n/e","n/e","2057","221","0","n/e","n/e","n/e","59","","34","n/e","n/e","3044","615","n/e","276","237","637","750"
"Belgium (BE)","06.12.2015 14:00 - 06.12.2015 15:00 (CET)","353","n/e","n/e","1958","234","0","n/e","n/e","n/e","22","0","29","n/e","n/e","3043","606","n/e","166","232","636","787"
"Belgium (BE)","06.12.2015 15:00 - 06.12.2015 16:00 (CET)","352","n/e","n/e","1941","233","0","n/e","n/e","n/e","","1","28","n/e","n/e","3044","586","n/e","69","237","636","791"
"Belgium (BE)","06.12.2015 16:00 - 06.12.2015 17:00 (CET)","351","n/e","n/e","1997","317","0","n/e","n/e","n/e","78","0","33","n/e","n/e","3042","565","n/e","4","233","633","733"
"Belgium (BE)","06.12.2015 17:00 - 06.12.2015 18:00 (CET)","353","n/e","n/e","1957","381","0","n/e","n/e","n/e","127","","35","n/e","n/e","3041","586","n/e","0","232","631","648"
"Belgium (BE)","06.12.2015 18:00 - 06.12.2015 19:00 (CET)","354","n/e","n/e","2039","425","0","n/e","n/e","n/e","544","","37","n/e","n/e","3039","575","n/e","0","231","619","583"
"Belgium (BE)","06.12.2015 19:00 - 06.12.2015 20:00 (CET)","356","n/e","n/e","2020","435","0","n/e","n/e","n/e","427","","38","n/e","n/e","3040","526","n/e","0","238","574","535"
"Belgium (BE)","06.12.2015 20:00 - 06.12.2015 21:00 (CET)","355","n/e","n/e","1661","433","0","n/e","n/e","n/e","323","","36","n/e","n/e","3040","485","n/e","0","233","508","490"
"Belgium (BE)","06.12.2015 21:00 - 06.12.2015 22:00 (CET)","350","n/e","n/e","1791","435","0","n/e","n/e","n/e","37","0","32","n/e","n/e","3042","453","n/e","0","236","471","451"
"Belgium (BE)","06.12.2015 22:00 - 06.12.2015 23:00 (CET)","304","n/e","n/e","1770","436","0","n/e","n/e","n/e","16","0","30","n/e","n/e","3043","436","n/e","0","232","485","377"
"Belgium (BE)","06.12.2015 23:00 - 07.12.2015 00:00 (CET)","269","n/e","n/e","1889","434","0","n/e","n/e","n/e","76","","28","n/e","n/e","3044","429","n/e","0","236","316","368"
"Belgium (BE)","07.12.2015 00:00 - 07.12.2015 01:00 (CET)","269","n/e","n/e","1722","347","0","n/e","n/e","n/e","","19","27","n/e","n/e","3044","457","n/e","0","240","294","345"
"Belgium (BE)","07.12.2015 01:00 - 07.12.2015 02:00 (CET)","268","n/e","n/e","1798","257","0","n/e","n/e","n/e","","71","28","n/e","n/e","3043","478","n/e","0","233","340","328"
"Belgium (BE)","07.12.2015 02:00 - 07.12.2015 03:00 (CET)","270","n/e","n/e","1751","172","0","n/e","n/e","n/e","","264","29","n/e","n/e","3043","474","n/e","0","232","380","315"
"Belgium (BE)","07.12.2015 03:00 - 07.12.2015 04:00 (CET)","271","n/e","n/e","1737","160","0","n/e","n/e","n/e","","1056","28","n/e","n/e","3044","480","n/e","0","230","310","263"
"Belgium (BE)","07.12.2015 04:00 - 07.12.2015 05:00 (CET)","275","n/e","n/e","1879","209","0","n/e","n/e","n/e","","1090","31","n/e","n/e","3044","488","n/e","0","220","304","219"
"Belgium (BE)","07.12.2015 05:00 - 07.12.2015 06:00 (CET)","273","n/e","n/e","2251","296","0","n/e","n/e","n/e","","705","34","n/e","n/e","3044","492","n/e","0","235","339","184"
"Belgium (BE)","07.12.2015 06:00 - 07.12.2015 07:00 (CET)","303","n/e","n/e","2722","388","0","n/e","n/e","n/e","","85","35","n/e","n/e","3045","519","n/e","0","236","258","193"
"Belgium (BE)","07.12.2015 07:00 - 07.12.2015 08:00 (CET)","344","n/e","n/e","3637","420","0","n/e","n/e","n/e","198","","35","n/e","n/e","3048","631","n/e","0","233","286","259"
"Belgium (BE)","07.12.2015 08:00 - 07.12.2015 09:00 (CET)","341","n/e","n/e","3836","428","0","n/e","n/e","n/e","304","","33","n/e","n/e","3049","678","n/e","6","222","221","290"
"Belgium (BE)","07.12.2015 09:00 - 07.12.2015 10:00 (CET)","337","n/e","n/e","3732","432","0","n/e","n/e","n/e","277","","31","n/e","n/e","3052","655","n/e","137","223","185","297"
"Belgium (BE)","07.12.2015 10:00 - 07.12.2015 11:00 (CET)","347","n/e","n/e","3711","435","0","n/e","n/e","n/e","25","29","31","n/e","n/e","3051","601","n/e","399","216","158","254"
"Belgium (BE)","07.12.2015 11:00 - 07.12.2015 12:00 (CET)","345","n/e","n/e","3663","430","0","n/e","n/e","n/e","","41","29","n/e","n/e","3047","583","n/e","667","220","199","163"
"Belgium (BE)","07.12.2015 12:00 - 07.12.2015 13:00 (CET)","343","n/e","n/e","3483","373","0","n/e","n/e","n/e","","44","28","n/e","n/e","3046","568","n/e","751","222","202","165"
"Belgium (BE)","07.12.2015 13:00 - 07.12.2015 14:00 (CET)","338","n/e","n/e","3640","360","0","n/e","n/e","n/e","","48","31","n/e","n/e","3047","561","n/e","662","225","141","143"
"Belgium (BE)","07.12.2015 14:00 - 07.12.2015 15:00 (CET)","345","n/e","n/e","3694","385","0","n/e","n/e","n/e","","11","33","n/e","n/e","3042","565","n/e","402","231","133","110"
"Belgium (BE)","07.12.2015 15:00 - 07.12.2015 16:00 (CET)","347","n/e","n/e","3670","432","0","n/e","n/e","n/e","","1","34","n/e","n/e","3039","643","n/e","109","231","231","102"
"Belgium (BE)","07.12.2015 16:00 - 07.12.2015 17:00 (CET)","345","n/e","n/e","3785","436","0","n/e","n/e","n/e","58","0","30","n/e","n/e","3038","672","n/e","8","236","214","145"
"Belgium (BE)","07.12.2015 17:00 - 07.12.2015 18:00 (CET)","348","n/e","n/e","3828","436","0","n/e","n/e","n/e","606","","24","n/e","n/e","3036","689","n/e","0","241","216","214"
"Belgium (BE)","07.12.2015 18:00 - 07.12.2015 19:00 (CET)","350","n/e","n/e","3828","438","0","n/e","n/e","n/e","830","","22","n/e","n/e","3036","684","n/e","0","235","225","284"
"Belgium (BE)","07.12.2015 19:00 - 07.12.2015 20:00 (CET)","347","n/e","n/e","3749","436","0","n/e","n/e","n/e","653","","24","n/e","n/e","3040","654","n/e","0","235","326","392"
"Belgium (BE)","07.12.2015 20:00 - 07.12.2015 21:00 (CET)","346","n/e","n/e","3187","436","0","n/e","n/e","n/e","254","","30","n/e","n/e","3036","570","n/e","0","242","319","467"
"Belgium (BE)","07.12.2015 21:00 - 07.12.2015 22:00 (CET)","352","n/e","n/e","2549","435","0","n/e","n/e","n/e","73","","32","n/e","n/e","3036","547","n/e","0","237","352","499"
"Belgium (BE)","07.12.2015 22:00 - 07.12.2015 23:00 (CET)","350","n/e","n/e","2516","436","0","n/e","n/e","n/e","","1","32","n/e","n/e","3039","500","n/e","0","237","453","470"
"Belgium (BE)","07.12.2015 23:00 - 08.12.2015 00:00 (CET)","351","n/e","n/e","2375","435","0","n/e","n/e","n/e","72","","30","n/e","n/e","3040","552","n/e","0","236","536","500"
"Belgium (BE)","08.12.2015 00:00 - 08.12.2015 01:00 (CET)","348","n/e","n/e","2062","349","0","n/e","n/e","n/e","","20","27","n/e","n/e","3041","487","n/e","0","233","569","503"
"Belgium (BE)","08.12.2015 01:00 - 08.12.2015 02:00 (CET)","279","n/e","n/e","2059","248","0","n/e","n/e","n/e","","168","20","n/e","n/e","3042","471","n/e","0","235","575","508"
"Belgium (BE)","08.12.2015 02:00 - 08.12.2015 03:00 (CET)","271","n/e","n/e","1965","157","0","n/e","n/e","n/e","","859","22","n/e","n/e","3042","477","n/e","0","235","576","515"
"Belgium (BE)","08.12.2015 03:00 - 08.12.2015 04:00 (CET)","272","n/e","n/e","2061","144","0","n/e","n/e","n/e","","1147","29","n/e","n/e","3043","474","n/e","0","242","597","559"
"Belgium (BE)","08.12.2015 04:00 - 08.12.2015 05:00 (CET)","270","n/e","n/e","2006","146","0","n/e","n/e","n/e","","1132","34","n/e","n/e","3044","480","n/e","0","242","632","566"
"Belgium (BE)","08.12.2015 05:00 - 08.12.2015 06:00 (CET)","314","n/e","n/e","2183","187","0","n/e","n/e","n/e","","980","33","n/e","n/e","3044","478","n/e","0","239","632","555"
"Belgium (BE)","08.12.2015 06:00 - 08.12.2015 07:00 (CET)","354","n/e","n/e","2307","337","0","n/e","n/e","n/e","1","155","29","n/e","n/e","3043","510","n/e","0","240","605","527"
"Belgium (BE)","08.12.2015 07:00 - 08.12.2015 08:00 (CET)","353","n/e","n/e","2541","433","0","n/e","n/e","n/e","34","","25","n/e","n/e","3043","612","n/e","0","241","630","552"
"Belgium (BE)","08.12.2015 08:00 - 08.12.2015 09:00 (CET)","341","n/e","n/e","2930","446","0","n/e","n/e","n/e","328","","23","n/e","n/e","3043","648","n/e","12","238","633","531"
"Belgium (BE)","08.12.2015 09:00 - 08.12.2015 10:00 (CET)","347","n/e","n/e","2890","438","0","n/e","n/e","n/e","367","","23","n/e","n/e","3044","591","n/e","204","235","630","507"
"Belgium (BE)","08.12.2015 10:00 - 08.12.2015 11:00 (CET)","349","n/e","n/e","2688","437","0","n/e","n/e","n/e","4","0","25","n/e","n/e","3044","570","n/e","477","238","629","440"
"Belgium (BE)","08.12.2015 11:00 - 08.12.2015 12:00 (CET)","353","n/e","n/e","2771","408","7","n/e","n/e","n/e","","1","28","n/e","n/e","3042","567","n/e","654","241","601","418"
"Belgium (BE)","08.12.2015 12:00 - 08.12.2015 13:00 (CET)","353","n/e","n/e","2443","403","0","n/e","n/e","n/e","","1","29","n/e","n/e","3045","578","n/e","573","239","569","382"
"Belgium (BE)","08.12.2015 13:00 - 08.12.2015 14:00 (CET)","355","n/e","n/e","2904","430","0","n/e","n/e","n/e","20","0","28","n/e","n/e","3043","612","n/e","361","234","555","392"
"Belgium (BE)","08.12.2015 14:00 - 08.12.2015 15:00 (CET)","355","n/e","n/e","2952","434","0","n/e","n/e","n/e","29","","27","n/e","n/e","3042","662","n/e","159","239","566","387"
"Belgium (BE)","08.12.2015 15:00 - 08.12.2015 16:00 (CET)","359","n/e","n/e","2763","434","0","n/e","n/e","n/e","91","","27","n/e","n/e","3039","661","n/e","47","241","602","405"
"Belgium (BE)","08.12.2015 16:00 - 08.12.2015 17:00 (CET)","361","n/e","n/e","3021","437","0","n/e","n/e","n/e","55","14","27","n/e","n/e","3037","626","n/e","4","243","551","399"
"Belgium (BE)","08.12.2015 17:00 - 08.12.2015 18:00 (CET)","358","n/e","n/e","3285","435","0","n/e","n/e","n/e","606","","27","n/e","n/e","3038","629","n/e","0","242","451","424"
"Belgium (BE)","08.12.2015 18:00 - 08.12.2015 19:00 (CET)","364","n/e","n/e","3291","436","0","n/e","n/e","n/e","519","","26","n/e","n/e","3038","631","n/e","0","240","474","445"
"Belgium (BE)","08.12.2015 19:00 - 08.12.2015 20:00 (CET)","365","n/e","n/e","3056","434","0","n/e","n/e","n/e","772","","26","n/e","n/e","3037","629","n/e","0","244","543","411"
"Belgium (BE)","08.12.2015 20:00 - 08.12.2015 21:00 (CET)","366","n/e","n/e","2629","434","0","n/e","n/e","n/e","9","0","26","n/e","n/e","3036","553","n/e","0","242","638","382"
"Belgium (BE)","08.12.2015 21:00 - 08.12.2015 22:00 (CET)","362","n/e","n/e","2479","435","0","n/e","n/e","n/e","63","0","26","n/e","n/e","3038","535","n/e","0","244","642","387"
"Belgium (BE)","08.12.2015 22:00 - 08.12.2015 23:00 (CET)","356","n/e","n/e","2128","435","0","n/e","n/e","n/e","","1","25","n/e","n/e","3038","510","n/e","0","244","633","356"
"Belgium (BE)","08.12.2015 23:00 - 09.12.2015 00:00 (CET)","356","n/e","n/e","2119","433","0","n/e","n/e","n/e","","1","24","n/e","n/e","3041","486","n/e","0","244","627","379"
"Belgium (BE)","09.12.2015 00:00 - 09.12.2015 01:00 (CET)","354","n/e","n/e","2046","352","0","n/e","n/e","n/e","","345","22","n/e","n/e","3043","474","n/e","0","242","639","433"
"Belgium (BE)","09.12.2015 01:00 - 09.12.2015 02:00 (CET)","358","n/e","n/e","2170","345","0","n/e","n/e","n/e","","553","19","n/e","n/e","3042","478","n/e","0","248","638","434"
"Belgium (BE)","09.12.2015 02:00 - 09.12.2015 03:00 (CET)","355","n/e","n/e","1951","355","0","n/e","n/e","n/e","","1022","18","n/e","n/e","3041","473","n/e","0","251","616","421"
"Belgium (BE)","09.12.2015 03:00 - 09.12.2015 04:00 (CET)","358","n/e","n/e","2000","406","0","n/e","n/e","n/e","","644","24","n/e","n/e","3045","480","n/e","0","254","591","361"
"Belgium (BE)","09.12.2015 04:00 - 09.12.2015 05:00 (CET)","358","n/e","n/e","2080","394","0","n/e","n/e","n/e","","694","33","n/e","n/e","3045","495","n/e","0","251","553","323"
"Belgium (BE)","09.12.2015 05:00 - 09.12.2015 06:00 (CET)","358","n/e","n/e","2556","428","0","n/e","n/e","n/e","","466","34","n/e","n/e","3044","492","n/e","0","253","464","260"
"Belgium (BE)","09.12.2015 06:00 - 09.12.2015 07:00 (CET)","358","n/e","n/e","3300","435","0","n/e","n/e","n/e","0","8","30","n/e","n/e","3045","509","n/e","0","253","294","194"
"Belgium (BE)","09.12.2015 07:00 - 09.12.2015 08:00 (CET)","358","n/e","n/e","3917","445","0","n/e","n/e","n/e","42","","24","n/e","n/e","3048","621","n/e","0","253","197","185"
"Belgium (BE)","09.12.2015 08:00 - 09.12.2015 09:00 (CET)","377","n/e","n/e","4067","457","0","n/e","n/e","n/e","624","","23","n/e","n/e","3049","667","n/e","8","250","124","177"
"Belgium (BE)","09.12.2015 09:00 - 09.12.2015 10:00 (CET)","378","n/e","n/e","4044","459","0","n/e","n/e","n/e","507","","24","n/e","n/e","3049","646","n/e","183","247","157","186"
"Belgium (BE)","09.12.2015 10:00 - 09.12.2015 11:00 (CET)","363","n/e","n/e","3878","462","7","n/e","n/e","n/e","5","0","25","n/e","n/e","3048","619","n/e","493","248","162","160"
"Belgium (BE)","09.12.2015 11:00 - 09.12.2015 12:00 (CET)","356","n/e","n/e","3799","451","0","n/e","n/e","n/e","","1","27","n/e","n/e","3048","600","n/e","810","219","235","116"
"Belgium (BE)","09.12.2015 12:00 - 09.12.2015 13:00 (CET)","360","n/e","n/e","3759","449","0","n/e","n/e","n/e","","1","30","n/e","n/e","3048","572","n/e","932","221","312","112"
"Belgium (BE)","09.12.2015 13:00 - 09.12.2015 14:00 (CET)","358","n/e","n/e","3569","449","0","n/e","n/e","n/e","","9","31","n/e","n/e","3050","573","n/e","805","211","351","132"
"Belgium (BE)","09.12.2015 14:00 - 09.12.2015 15:00 (CET)","357","n/e","n/e","3532","450","0","n/e","n/e","n/e","","24","31","n/e","n/e","3049","584","n/e","527","220","329","140"
"Belgium (BE)","09.12.2015 15:00 - 09.12.2015 16:00 (CET)","361","n/e","n/e","3830","450","0","n/e","n/e","n/e","5","24","25","n/e","n/e","3048","611","n/e","200","221","400","143"
"Belgium (BE)","09.12.2015 16:00 - 09.12.2015 17:00 (CET)","356","n/e","n/e","3932","451","0","n/e","n/e","n/e","183","","28","n/e","n/e","3047","629","n/e","16","212","486","209"
"Belgium (BE)","09.12.2015 17:00 - 09.12.2015 18:00 (CET)","356","n/e","n/e","3883","451","0","n/e","n/e","n/e","291","","29","n/e","n/e","3047","632","n/e","0","213","602","320"
"Belgium (BE)","09.12.2015 18:00 - 09.12.2015 19:00 (CET)","353","n/e","n/e","3807","452","0","n/e","n/e","n/e","1113","","27","n/e","n/e","3047","630","n/e","0","218","632","391"
"Belgium (BE)","09.12.2015 19:00 - 09.12.2015 20:00 (CET)","357","n/e","n/e","3704","453","0","n/e","n/e","n/e","1016","","27","n/e","n/e","3047","611","n/e","0","218","624","403"
"Belgium (BE)","09.12.2015 20:00 - 09.12.2015 21:00 (CET)","360","n/e","n/e","3665","450","0","n/e","n/e","n/e","410","","28","n/e","n/e","3048","539","n/e","0","218","626","453"
"Belgium (BE)","09.12.2015 21:00 - 09.12.2015 22:00 (CET)","361","n/e","n/e","3492","449","0","n/e","n/e","n/e","71","21","28","n/e","n/e","3049","534","n/e","0","206","646","482"
"Belgium (BE)","09.12.2015 22:00 - 09.12.2015 23:00 (CET)","356","n/e","n/e","3445","450","0","n/e","n/e","n/e","","84","28","n/e","n/e","3050","494","n/e","0","199","648","514"
"Belgium (BE)","09.12.2015 23:00 - 10.12.2015 00:00 (CET)","357","n/e","n/e","3327","447","0","n/e","n/e","n/e","","108","30","n/e","n/e","3050","516","n/e","0","202","648","516"
"Belgium (BE)","10.12.2015 00:00 - 10.12.2015 01:00 (CET)","354","n/e","n/e","3037","434","0","n/e","n/e","n/e","","309","30","n/e","n/e","3049","500","n/e","0","208","645","567"
"Belgium (BE)","10.12.2015 01:00 - 10.12.2015 02:00 (CET)","353","n/e","n/e","2603","434","0","n/e","n/e","n/e","","350","29","n/e","n/e","3049","504","n/e","0","211","647","576"
"Belgium (BE)","10.12.2015 02:00 - 10.12.2015 03:00 (CET)","357","n/e","n/e","2540","430","0","n/e","n/e","n/e","","1010","27","n/e","n/e","3050","512","n/e","0","208","649","586"
"Belgium (BE)","10.12.2015 03:00 - 10.12.2015 04:00 (CET)","351","n/e","n/e","2298","391","0","n/e","n/e","n/e","","1068","26","n/e","n/e","3052","528","n/e","0","208","648","590"
"Belgium (BE)","10.12.2015 04:00 - 10.12.2015 05:00 (CET)","350","n/e","n/e","2210","395","0","n/e","n/e","n/e","","1052","26","n/e","n/e","3052","523","n/e","0","211","650","571"
"Belgium (BE)","10.12.2015 05:00 - 10.12.2015 06:00 (CET)","356","n/e","n/e","2808","436","0","n/e","n/e","n/e","","960","26","n/e","n/e","3051","525","n/e","0","210","651","564"
"Belgium (BE)","10.12.2015 06:00 - 10.12.2015 07:00 (CET)","352","n/e","n/e","3547","437","0","n/e","n/e","n/e","","192","26","n/e","n/e","3049","567","n/e","0","209","650","540"
"Belgium (BE)","10.12.2015 07:00 - 10.12.2015 08:00 (CET)","362","n/e","n/e","3942","454","0","n/e","n/e","n/e","281","","27","n/e","n/e","3050","697","n/e","0","205","649","534"
"Belgium (BE)","10.12.2015 08:00 - 10.12.2015 09:00 (CET)","385","n/e","n/e","3876","463","0","n/e","n/e","n/e","548","","28","n/e","n/e","3049","735","n/e","10","218","650","518"
"Belgium (BE)","10.12.2015 09:00 - 10.12.2015 10:00 (CET)","377","n/e","n/e","3907","462","9","n/e","n/e","n/e","388","","29","n/e","n/e","3048","733","n/e","174","223","650","501"
"Belgium (BE)","10.12.2015 10:00 - 10.12.2015 11:00 (CET)","358","n/e","n/e","3792","461","3","n/e","n/e","n/e","13","0","28","n/e","n/e","3049","721","n/e","469","226","650","463"
"Belgium (BE)","10.12.2015 11:00 - 10.12.2015 12:00 (CET)","358","n/e","n/e","3775","454","0","n/e","n/e","n/e","","1","27","n/e","n/e","3049","681","n/e","696","221","648","418"
"Belgium (BE)","10.12.2015 12:00 - 10.12.2015 13:00 (CET)","381","n/e","n/e","3626","452","0","n/e","n/e","n/e","","1","28","n/e","n/e","3050","689","n/e","790","225","649","439"
"Belgium (BE)","10.12.2015 13:00 - 10.12.2015 14:00 (CET)","377","n/e","n/e","3678","436","0","n/e","n/e","n/e","","1","29","n/e","n/e","3050","659","n/e","695","228","650","447"
"Belgium (BE)","10.12.2015 14:00 - 10.12.2015 15:00 (CET)","366","n/e","n/e","3699","436","0","n/e","n/e","n/e","36","0","30","n/e","n/e","3048","627","n/e","406","251","649","461"
"Belgium (BE)","10.12.2015 15:00 - 10.12.2015 16:00 (CET)","363","n/e","n/e","3706","437","0","n/e","n/e","n/e","38","0","29","n/e","n/e","3048","659","n/e","134","253","640","465"
"Belgium (BE)","10.12.2015 16:00 - 10.12.2015 17:00 (CET)","359","n/e","n/e","3823","446","0","n/e","n/e","n/e","264","","30","n/e","n/e","3047","692","n/e","9","253","637","500"
"Belgium (BE)","10.12.2015 17:00 - 10.12.2015 18:00 (CET)","359","n/e","n/e","3797","447","0","n/e","n/e","n/e","784","","29","n/e","n/e","3046","707","n/e","0","250","640","604"
"Belgium (BE)","10.12.2015 18:00 - 10.12.2015 19:00 (CET)","375","n/e","n/e","3881","447","0","n/e","n/e","n/e","821","","28","n/e","n/e","3046","704","n/e","0","253","643","655"
"Belgium (BE)","10.12.2015 19:00 - 10.12.2015 20:00 (CET)","378","n/e","n/e","3697","448","0","n/e","n/e","n/e","874","","27","n/e","n/e","3046","713","n/e","0","257","645","609"
"Belgium (BE)","10.12.2015 20:00 - 10.12.2015 21:00 (CET)","379","n/e","n/e","3821","450","0","n/e","n/e","n/e","341","","25","n/e","n/e","3047","687","n/e","0","243","644","628"
"Belgium (BE)","10.12.2015 21:00 - 10.12.2015 22:00 (CET)","377","n/e","n/e","3731","452","0","n/e","n/e","n/e","88","","23","n/e","n/e","3048","673","n/e","0","239","645","628"
"Belgium (BE)","10.12.2015 22:00 - 10.12.2015 23:00 (CET)","374","n/e","n/e","3570","447","0","n/e","n/e","n/e","","34","26","n/e","n/e","3047","620","n/e","0","241","644","590"
"Belgium (BE)","10.12.2015 23:00 - 11.12.2015 00:00 (CET)","373","n/e","n/e","3327","433","0","n/e","n/e","n/e","","57","30","n/e","n/e","3046","574","n/e","0","247","637","622"
"Belgium (BE)","11.12.2015 00:00 - 11.12.2015 01:00 (CET)","365","n/e","n/e","2952","435","0","n/e","n/e","n/e","","95","31","n/e","n/e","3047","567","n/e","0","249","631","684"
"Belgium (BE)","11.12.2015 01:00 - 11.12.2015 02:00 (CET)","357","n/e","n/e","2974","437","0","n/e","n/e","n/e","","651","28","n/e","n/e","3048","544","n/e","0","242","635","706"
"Belgium (BE)","11.12.2015 02:00 - 11.12.2015 03:00 (CET)","354","n/e","n/e","2912","437","0","n/e","n/e","n/e","","1142","26","n/e","n/e","3049","587","n/e","0","241","642","713"
"Belgium (BE)","11.12.2015 03:00 - 11.12.2015 04:00 (CET)","357","n/e","n/e","2687","435","0","n/e","n/e","n/e","","1154","26","n/e","n/e","3049","583","n/e","0","245","638","740"
"Belgium (BE)","11.12.2015 04:00 - 11.12.2015 05:00 (CET)","355","n/e","n/e","2488","435","0","n/e","n/e","n/e","","1140","26","n/e","n/e","3048","574","n/e","0","248","642","712"
"Belgium (BE)","11.12.2015 05:00 - 11.12.2015 06:00 (CET)","353","n/e","n/e","2955","436","0","n/e","n/e","n/e","","1124","26","n/e","n/e","3047","582","n/e","0","250","641","612"
